procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 931436 1402696 107440 3316396    5   15   123   137 1233   20  3  2 95  0  0  0
12  0 931436 1386996 107440 3315428    0    0     0  1344 12561 70182  8  7 85  0  0  0
10  0 931436 1385988 107440 3315468    0    0     0     0 30522 198159 13  7 80  0  0  0
10  0 931436 1379736 107452 3315436    0    0     0   160 29282 196341 13  7 80  0  0  0
11  0 931436 1378628 107452 3315436    0    0     0     8 30388 196853 12  8 80  0  0  0
 3  0 931436 1385916 107452 3315316    0    0     0   160 30957 198205 14  7 79  0  0  0
11  0 931436 1389208 107476 3315488    0    0     0   140 30513 197447 14  6 80  0  0  0
 4  0 931436 1392644 107476 3315496    0    0     8     0 27530 193920 13  7 80  0  0  0
12  0 931436 1392080 107476 3315564    0    0     0     0 31873 199322 12  8 80  0  0  0
12  0 931436 1390176 107476 3315412    0    0     0     0 30661 198129 14  7 80  0  0  0
11  0 931436 1385604 107476 3315604    0    0     0   120 31447 199674 12  7 80  0  0  0
11  0 931436 1384080 107492 3315684    0    0     0    40 29227 197406 14  7 80  0  0  0
10  0 931436 1383144 107492 3315484    0    0     0     4 29325 196721 13  7 80  0  0  0
13  0 931436 1384404 107508 3315484    0    0     0    88 30783 199024 12  8 80  0  0  0
10  0 931436 1382936 107524 3315484    0    0     0   120 30774 198352 13  7 80  0  0  0
12  0 931436 1381436 107524 3315568    0    0     0     0 30264 197252 13  7 80  0  0  0
 3  0 931436 1381408 107524 3315532    0    0     0     0 31087 197796 12  8 80  0  0  0
11  0 931436 1381384 107532 3315492    0    0     0    20 30062 198003 13  7 80  0  0  0
 1  0 931436 1376620 107532 3315500    0    0     0     0 30550 198428 12  7 80  0  0  0
11  0 931436 1379208 107548 3315500    0    0     0   112 30480 199104 13  7 80  0  0  0
10  0 931436 1378496 107548 3315500    0    0     0     0 28458 195873 13  7 80  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  0 931436 1376608 107548 3315500    0    0     0     0 29299 197423 13  7 80  0  0  0
11  0 931436 1371072 107556 3315500    0    0     0    20 30075 197808 13  7 80  0  0  0
11  0 931436 1375276 107556 3315832    0    0     0     0 29792 196025 12  8 80  0  0  0
10  0 931436 1373128 107572 3315928    0    0    96   436 29698 195294 14  7 80  0  0  0
14  0 931436 1282180 108204 3365548    0    0 33292 39556 34710 197925 15  9 74  2  0  0
11  0 931436 1248160 108612 3393120    0    0  1472  7312 35224 199514 15  8 77  1  0  0
14  0 931436 1228284 110764 3412960    0    0  2012  1084 33874 200152 13  8 77  1  0  0
12  0 931436 1230564 110772 3413148    0    0     0    64 31367 198248 13  8 80  0  0  0
12  0 931436 1228336 110772 3413604    0    0     0     0 29334 196173 13  7 80  0  0  0
13  0 931436 1226752 110772 3413684    0    0     0     0 30681 198329 12  8 80  0  0  0
11  0 931436 1224816 110772 3413272    0    0     0     0 28128 195959 13  7 80  0  0  0
10  0 931436 1227644 110796 3413276    0    0     0   116 31607 199376 13  7 80  0  0  0
11  0 931436 1231020 110796 3413148    0    0     0     0 30689 198005 13  8 80  0  0  0
12  0 931436 1228560 110804 3413152    0    0     0    20 32535 199565 12  8 80  0  0  0
14  0 931436 1240120 110804 3413152    0    0     0    56 31617 199892 13  7 80  0  0  0
11  0 931436 1240796 110804 3413100    0    0     0   356 31593 198381 13  7 80  0  0  0
11  0 931436 1245320 110812 3413116    0    0     0    24 31883 199034 12  8 80  0  0  0
10  0 931436 1254320 110812 3413132    0    0     0     0 30788 197902 13  6 80  0  0  0
11  0 931436 1256156 110812 3413140    0    0     0     0 31422 197861 13  7 80  0  0  0
12  0 931436 1263508 110820 3413312    0    0     0    24 30761 197949 13  7 80  0  0  0
10  0 931436 1263108 110820 3413336    0    0     0   116 30637 197419 12  7 80  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  0 931436 1248620 110828 3413384    0    0     0    24 29038 195340 13  7 80  0  0  0
11  0 931436 1256956 110828 3413388    0    0     0     0 30118 196185 13  7 80  0  0  0
10  0 931436 1262216 110844 3413388    0    0     0   108 28753 195132 13  7 80  0  0  0
12  0 931436 1260964 110852 3413412    0    0     0  2344 30483 197396 13  8 79  0  0  0
 2  0 931436 1262196 110868 3413480    0    0     0   164 31336 196651 13  7 81  0  0  0
12  0 931436 1261548 110868 3413492    0    0     0     0 29131 195537 12  7 80  0  0  0
12  0 931436 1260600 110868 3413396    0    0     0     0 30059 195816 13  7 80  0  0  0
10  0 931436 1271568 110868 3413396    0    0     0     0 30450 196874 12  7 80  0  0  0
13  0 931436 1273052 110868 3413396    0    0     0 41112 30840 182530 28  8 64  0  0  0
 2  0 931436 1273852 110884 3413524    0    0     0   112 29726 198279 12  8 80  0  0  0
12  0 931436 1263872 110884 3413488    0    0     0     0 30191 197412 12  7 80  0  0  0
11  0 931436 1262552 110884 3413488    0    0     0     0 31589 198711 13  7 80  0  0  0
11  0 931436 1261408 110884 3413468    0    0     0     0 31716 199244 12  7 81  0  0  0
12  0 931436 1258696 110884 3413488    0    0     0  8940 31848 197850 13  7 79  0  0  0
11  0 931436 1256600 110900 3413808    0    0     0    72 31633 197755 14  7 79  0  0  0
11  0 931436 1258312 110900 3413808    0    0     0     0 30761 197420 12  7 80  0  0  0
11  0 931436 1269236 110900 3413920    0    0     0     0 30213 197069 14  8 78  0  0  0
11  0 931436 1274148 110916 3413832    0    0     0   148 31366 200039 13  7 80  0  0  0
13  0 931436 1270508 110916 3414304    0    0     0     0 29800 196803 13  7 80  0  0  0
 5  0 931436 1273476 110916 3414288    0    0     0     0 30029 196684 13  7 80  0  0  0
11  0 931436 1273132 110924 3413644    0    0     0    20 30725 197365 13  8 80  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
11  0 931436 1275936 110924 3413644    0    0     0     0 28773 195488 13  7 80  0  0  0
11  0 931436 1277324 110932 3413816    0    0     0    20 29452 195778 13  7 81  0  0  0
12  0 931436 1267816 110932 3413968    0    0     0     0 29867 196883 13  7 80  0  0  0
15  0 931436 1266688 110932 3413968    0    0     0    52 31630 198768 12  8 80  0  0  0
14  0 931436 1265432 110940 3413920    0    0     0    16 32410 199832 14  7 79  0  0  0
 1  0 931436 1262956 110940 3413960    0    0     8     0 32149 199221 12  8 80  0  0  0
13  0 931436 1263128 110948 3413964    0    0     0    36 32460 199288 13  7 80  0  0  0
