procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
22  0 1840908 498900  30408 3438024    6   19    99   315 2236   34  5  2 93  0  0  0
 2  1 1840908 495864  30408 3438800    0    0     0   304 5079 16521  3  1 88  8  0  0
49  1 1840908 496048  30428 3425592    0    0     0   488 8970 36790  5  2 85  8  0  0
26  1 1840908 488896  30444 3422396    0    0     0   436 17151 84173 14  4 76  6  0  0
47  0 1840908 468608  30444 3422048    0    0     0  1464 28123 159870 21  8 70  1  0  0
45  0 1840908 444056  30444 3438336    0    0     0  1472 29765 162983 27  7 66  0  0  0
47  0 1840908 428392  30444 3434332    0    0     0  1336 28335 153423 25  7 66  2  0  0
42  0 1840908 472764  30452 3460592    0    0    16  1200 37937 140325 38  8 53  1  0  0
44  0 1840908 491552  30460 3407192    0    0     0  2096 30203 162264 26  8 65  0  0  0
41  0 1840908 478512  30460 3405608    0    0     0  1480 29432 164215 20  8 73  0  0  0
43  0 1840908 492660  30460 3425112    0    0     0  1724 29184 162220 22  7 71  0  0  0
52  0 1840908 495252  30460 3419064    0    0     0  1424 27453 149564 23  7 70  0  0  0
34  0 1840908 447024  30468 3482984    0    0     0  1548 28052 158544 24  8 68  1  0  0
45  0 1840908 462208  30476 3436900    0    0     0  1632 30857 170806 22  8 70  0  0  0
51  0 1840908 483088  30476 3439484    0    0    20  1428 29689 161284 26  8 66  0  0  0
48  0 1840908 477152  30484 3446416    0    0     0  2332 30447 172875 19  7 74  0  0  0
52  0 1840908 487708  30500 3450136    0    0     0  1800 29668 170424 19  8 73  0  0  0
45  0 1840908 493176  30508 3433044    0    0     0  1736 29057 169227 19  7 74  1  0  0
45  0 1840908 500676  30516 3432188    0    0     0  2316 29929 177569 15  7 78  0  0  0
51  0 1840908 520604  30516 3403436    0    0     0  2020 29116 179554 13  7 79  0  0  0
47  0 1840908 514916  30516 3402724    0    0     0  1928 28788 178653 12  7 81  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
33  0 1840908 524872  30516 3397292    0    0     0  1944 28341 177821 13  6 80  0  0  0
50  0 1840908 527028  30540 3396812    0    0     0  2148 28552 177794 14  6 80  0  0  0
49  0 1840908 540324  30540 3380956    0    0     0  2220 27981 170700 19  8 73  0  0  0
52  0 1840908 550916  30540 3373300    0    0     0  1952 28999 178427 13  6 81  0  0  0
50  0 1840908 560024  30540 3373592    0    0     0  1880 27377 166779 14  7 79  0  0  0
46  0 1840908 555392  30540 3374020    0    0     0  2096 28212 177945 12  7 81  0  0  0
32  0 1840908 548320  30556 3374548    0    0     0  2044 28276 176222 12  7 81  0  0  0
50  0 1840908 560248  30556 3374460    0    0     0  1992 29036 176461 14  7 79  0  0  0
44  0 1840908 565024  30588 3374964    0    0     0  2400 27902 176326 13  7 80  0  0  0
 1  1 1840908 563148  30588 3375288    0    0     0  1992 27987 177061 13  7 80  0  0  0
52  0 1840908 558812  30588 3375656    0    0     0  2000 28534 177535 12  7 80  0  0  0
44  0 1840908 560052  30596 3375208    0    0     0  1920 28336 177036 14  6 79  0  0  0
50  0 1840908 550484  30596 3406856    0    0     0  1640 30213 171587 20  8 72  0  0  0
51  0 1840908 536236  30604 3417516    0    0     0  2116 29702 172815 14  7 78  1  0  0
44  0 1840908 521864  30604 3426560    0    0     0  1816 29351 174552 16  7 77  1  0  0
48  0 1840908 425756  30604 3498444    0    0     0  1896 30386 177161 16  8 76  0  0  0
51  0 1840908 425724  30612 3514572    0    0     0  1992 28443 174995 15  7 78  0  0  0
39  0 1840908 432632  30620 3502584    0    0     0  2000 26822 159810 13  6 81  0  0  0
 2  0 1840908 460924  30620 3475908    0    0     0  2256 26782 157021 14  7 79  0  0  0
43  0 1840908 406320  30636 3529732    0    0     0  1960 29406 173227 14  8 78  0  0  0
 3  0 1840908 406748  30636 3529296    0    0     0  1872 29974 177736 15  7 79  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
45  0 1840908 431160  30660 3492184    0    0     0  1956 27732 174601 14  7 79  0  0  0
32  0 1840908 398900  30668 3510092    0    0     0  1924 29928 179136 15  8 78  0  0  0
35  0 1840908 404612  30668 3510316    0    0     0  2016 28075 175351 14  6 80  0  0  0
49  0 1840908 406948  30668 3507812    0    0     0  1992 28623 177200 14  6 80  0  0  0
50  0 1840908 406576  30668 3507172    0    0     0  2068 27490 176006 14  7 78  0  0  0
41  0 1840908 415624  30684 3494492    0    0     0  1916 28974 172956 14  7 78  0  0  0
48  0 1840908 414076  30684 3495116    0    0    56  1888 28756 177314 13  7 80  0  0  0
44  0 1840908 427000  30684 3495472    0    0     0  2264 29252 177524 13  7 80  0  0  0
39  0 1840908 428916  30684 3495760    0    0     0  1856 27109 173563 16  7 77  0  0  0
46  0 1840908 433020  30684 3492824    0    0     0  1860 29027 177248 13  7 80  0  0  0
53  0 1840908 408188  30700 3526048    0    0     8  2036 30161 179687 16  7 76  0  0  0
41  0 1840908 427664  30700 3503228    0    0     0  1776 28858 173113 17  7 76  0  0  0
45  0 1840908 409952  30700 3518672    0    0     8  1976 29520 176418 14  7 78  0  0  0
