Linux 6.12.33+kali-amd64 (two94) 	23/11/25 	_x86_64_	(12 CPU)

02:53:15 PM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:57:10 PM IST     all     15.77      0.00      6.82      0.00      0.00     77.41
02:57:11 PM IST     all     15.61      0.00      6.57      0.00      0.00     77.82
02:57:12 PM IST     all     15.39      0.00      7.99      0.00      0.00     76.62
02:57:13 PM IST     all     15.28      0.00      7.22      0.00      0.00     77.50
02:57:14 PM IST     all     15.77      0.00      7.59      0.08      0.00     76.56
02:57:15 PM IST     all     15.14      0.00      7.45      0.00      0.00     77.41
02:57:16 PM IST     all     15.24      0.00      7.11      0.00      0.00     77.65
02:57:17 PM IST     all     14.73      0.00      7.87      0.00      0.00     77.39
02:57:18 PM IST     all     14.67      0.00      7.97      0.00      0.00     77.35
02:57:19 PM IST     all     15.69      0.00      7.30      0.00      0.00     77.01
02:57:20 PM IST     all     16.37      0.00      7.09      0.00      0.00     76.54
02:57:21 PM IST     all     15.37      0.00      7.81      0.08      0.00     76.74
02:57:22 PM IST     all     15.23      0.00      7.19      0.00      0.00     77.58
02:57:23 PM IST     all     16.41      0.00      6.60      0.00      0.00     76.99
02:57:24 PM IST     all     16.19      0.00      7.00      0.00      0.00     76.81
02:57:25 PM IST     all     15.70      0.00      6.71      0.00      0.00     77.59
02:57:26 PM IST     all     15.64      0.00      7.02      0.00      0.00     77.35
02:57:27 PM IST     all     15.21      0.00      7.82      0.00      0.00     76.98
02:57:28 PM IST     all     15.73      0.00      7.49      0.00      0.00     76.79
02:57:29 PM IST     all     14.93      0.00      7.46      0.00      0.00     77.61
02:57:30 PM IST     all     15.42      0.00      7.07      0.00      0.00     77.51
02:57:31 PM IST     all     14.82      0.00      7.50      0.00      0.00     77.68
02:57:32 PM IST     all     15.41      0.00      7.37      0.00      0.00     77.22
02:57:33 PM IST     all     14.07      0.00      7.84      0.00      0.00     78.09
02:57:34 PM IST     all     14.43      0.00      7.72      0.00      0.00     77.84
02:57:35 PM IST     all     15.42      0.00      7.20      0.00      0.00     77.37
02:57:36 PM IST     all     14.27      0.00      8.36      0.08      0.00     77.28
02:57:37 PM IST     all     14.83      0.00      8.00      0.00      0.00     77.17
02:57:38 PM IST     all     14.99      0.00      7.54      0.00      0.00     77.48
02:57:39 PM IST     all     15.22      0.00      7.23      0.09      0.00     77.47
02:57:40 PM IST     all     15.47      0.00      7.19      0.00      0.00     77.35
02:57:41 PM IST     all     15.43      0.00      6.91      0.00      0.00     77.66
02:57:42 PM IST     all     14.94      0.00      7.05      0.00      0.00     78.01
02:57:43 PM IST     all     14.48      0.00      7.58      0.00      0.00     77.94
02:57:44 PM IST     all     15.48      0.00      7.61      0.00      0.00     76.90
02:57:45 PM IST     all     15.66      0.00      7.41      0.00      0.00     76.94
02:57:46 PM IST     all     15.59      0.00      6.78      0.00      0.00     77.63
02:57:47 PM IST     all     15.39      0.00      7.06      0.00      0.00     77.55
02:57:48 PM IST     all     15.42      0.00      7.41      0.00      0.00     77.17
02:57:49 PM IST     all     15.62      0.00      7.01      0.00      0.00     77.36
02:57:50 PM IST     all     15.70      0.00      6.40      0.00      0.00     77.90
02:57:51 PM IST     all     15.22      0.00      7.27      0.00      0.00     77.51
02:57:52 PM IST     all     16.03      0.00      7.12      0.00      0.00     76.84
02:57:53 PM IST     all     15.05      0.00      7.52      0.00      0.00     77.43
02:57:54 PM IST     all     15.65      0.00      6.55      0.00      0.00     77.81
02:57:55 PM IST     all     15.30      0.08      7.44      0.00      0.00     77.18
02:57:56 PM IST     all     14.56      0.00      8.04      0.00      0.00     77.39
02:57:57 PM IST     all     15.51      0.00      7.17      0.08      0.00     77.23
02:57:58 PM IST     all     14.55      0.00      7.74      0.00      0.00     77.70
02:57:59 PM IST     all     15.03      0.00      7.39      0.08      0.00     77.50
02:58:00 PM IST     all     15.72      0.00      6.88      0.00      0.00     77.40
02:58:01 PM IST     all     15.06      0.00      7.32      0.00      0.00     77.62
02:58:02 PM IST     all     14.87      0.00      7.31      0.00      0.00     77.82
02:58:03 PM IST     all     15.85      0.00      7.25      0.00      0.00     76.90
02:58:04 PM IST     all     14.77      0.00      7.00      0.00      0.00     78.22
02:58:05 PM IST     all     14.38      0.00      7.74      0.00      0.00     77.87
02:58:06 PM IST     all     15.42      0.00      7.37      0.00      0.00     77.20
02:58:07 PM IST     all     14.36      0.00      8.11      0.08      0.00     77.45
02:58:08 PM IST     all     14.93      0.00      8.05      0.00      0.00     77.01
02:58:09 PM IST     all     14.13      0.00      8.38      0.00      0.00     77.50
02:58:10 PM IST     all     15.51      0.00      7.46      0.00      0.00     77.03
02:58:11 PM IST     all     15.13      0.00      7.73      0.00      0.00     77.14
02:58:12 PM IST     all     15.57      0.00      7.78      0.00      0.00     76.65
02:58:13 PM IST     all     15.20      0.00      7.05      0.00      0.00     77.76
02:58:14 PM IST     all     15.46      0.00      7.52      0.00      0.00     77.03
02:58:15 PM IST     all     14.90      0.00      8.16      0.00      0.00     76.94
02:58:16 PM IST     all     14.79      0.00      8.11      0.08      0.00     77.01
02:58:17 PM IST     all     10.12      0.00      1.59      0.00      0.00     88.29
02:58:18 PM IST     all      8.52      0.00      0.25      0.00      0.00     91.23
