Linux 6.12.33+kali-amd64 (two94) 	23/11/25 	_x86_64_	(12 CPU)

03:57:14 PM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:59:10 PM IST     all     13.96      0.00      6.81      0.09      0.00     79.15
03:59:11 PM IST     all     13.21      0.00      7.29      0.00      0.00     79.50
03:59:12 PM IST     all     13.95      0.00      7.23      0.00      0.00     78.83
03:59:13 PM IST     all     13.59      0.00      6.92      0.00      0.00     79.49
03:59:14 PM IST     all     15.37      0.00      7.17      0.00      0.00     77.46
03:59:15 PM IST     all     14.22      0.00      7.50      0.34      0.00     77.94
03:59:16 PM IST     all     13.28      0.00      7.61      0.00      0.00     79.10
03:59:17 PM IST     all     16.98      0.00      7.72      0.34      0.00     74.96
03:59:18 PM IST     all     16.91      0.00      6.97      0.17      0.00     75.96
03:59:19 PM IST     all     14.04      0.00      7.40      0.26      0.00     78.30
03:59:20 PM IST     all     15.57      0.00      7.45      0.25      0.00     76.73
03:59:21 PM IST     all     13.55      0.00      6.60      0.00      0.00     79.85
03:59:22 PM IST     all     14.58      0.00      6.82      0.00      0.00     78.60
03:59:23 PM IST     all     16.25      0.00      8.47      0.60      0.00     74.68
03:59:24 PM IST     all     15.84      0.00      6.81      0.00      0.00     77.34
03:59:25 PM IST     all     18.33      0.00      7.76      0.17      0.00     73.74
03:59:26 PM IST     all     15.14      0.00      6.76      0.34      0.00     77.76
03:59:27 PM IST     all     14.01      0.00      6.23      0.00      0.00     79.76
03:59:28 PM IST     all     14.98      0.00      7.36      0.26      0.00     77.40
03:59:29 PM IST     all     15.53      0.00      6.08      0.17      0.00     78.23
03:59:30 PM IST     all     13.84      0.00      7.05      0.00      0.00     79.12
03:59:31 PM IST     all     16.24      0.00      6.67      0.00      0.00     77.09
03:59:32 PM IST     all     13.51      0.00      7.94      0.00      0.00     78.55
03:59:33 PM IST     all     14.31      0.00      6.77      0.00      0.00     78.92
03:59:34 PM IST     all     14.24      0.00      7.37      0.00      0.00     78.39
03:59:35 PM IST     all     16.71      0.00      6.96      0.00      0.00     76.34
03:59:36 PM IST     all     13.80      0.00      7.07      0.00      0.00     79.13
03:59:37 PM IST     all     13.28      0.00      7.66      0.00      0.00     79.06
03:59:38 PM IST     all     14.71      0.00      6.81      0.00      0.00     78.49
03:59:39 PM IST     all     15.22      0.00      7.99      0.00      0.00     76.79
03:59:40 PM IST     all     16.68      0.00      7.11      0.08      0.00     76.12
03:59:41 PM IST     all     15.05      0.00      6.62      0.34      0.00     77.99
03:59:42 PM IST     all     14.36      0.00      8.03      0.17      0.00     77.44
03:59:43 PM IST     all     16.18      0.00      6.85      0.34      0.00     76.63
03:59:44 PM IST     all     13.49      0.00      7.43      0.00      0.00     79.08
03:59:45 PM IST     all     17.30      0.00      6.96      0.42      0.00     75.32
03:59:46 PM IST     all     15.93      0.00      7.63      0.08      0.00     76.36
03:59:47 PM IST     all     14.97      0.00      7.10      0.17      0.00     77.76
03:59:48 PM IST     all     14.20      0.00      6.93      0.09      0.00     78.79
03:59:49 PM IST     all     13.32      0.00      8.20      0.00      0.00     78.48
03:59:50 PM IST     all     16.08      0.00      7.44      0.17      0.00     76.30
03:59:51 PM IST     all     17.71      0.00      7.70      0.51      0.00     74.08
03:59:52 PM IST     all     14.21      0.00      7.83      0.09      0.00     77.87
03:59:53 PM IST     all     16.37      0.00      7.54      0.00      0.00     76.09
03:59:54 PM IST     all     13.66      0.00      6.92      0.00      0.00     79.42
03:59:55 PM IST     all     14.05      0.00      7.24      0.00      0.00     78.71
03:59:56 PM IST     all     13.68      0.00      7.31      0.00      0.00     79.01
03:59:57 PM IST     all     15.40      0.00      6.47      0.00      0.00     78.13
03:59:58 PM IST     all     15.51      0.00      6.69      0.00      0.00     77.80
03:59:59 PM IST     all     13.88      0.00      7.46      0.00      0.00     78.66
04:00:00 PM IST     all     17.01      0.00      7.82      0.26      0.00     74.91
04:00:01 PM IST     all     15.40      0.00      7.06      0.34      0.00     77.19
04:00:02 PM IST     all     14.11      0.34      8.09      0.26      0.00     77.19
04:00:03 PM IST     all     16.98      0.17      7.42      0.85      0.00     74.57
04:00:04 PM IST     all     13.72      0.00      7.87      0.00      0.00     78.41
04:00:05 PM IST     all     13.93      0.00      6.88      0.00      0.00     79.18
04:00:06 PM IST     all     13.90      0.00      7.12      0.00      0.00     78.98
04:00:07 PM IST     all     15.48      0.00      7.48      0.00      0.00     77.04
04:00:08 PM IST     all     15.03      0.00      7.13      0.08      0.00     77.76
04:00:09 PM IST     all     15.01      0.00      7.12      0.00      0.00     77.87
04:00:10 PM IST     all     17.32      0.00      7.42      0.00      0.00     75.26
04:00:11 PM IST     all     14.85      0.00      7.76      0.09      0.00     77.30
04:00:12 PM IST     all     13.74      0.00      7.08      0.00      0.00     79.18
04:00:13 PM IST     all     15.22      0.09      6.97      0.00      0.00     77.72
04:00:14 PM IST     all     18.08      0.00      7.22      0.00      0.00     74.70
04:00:15 PM IST     all     13.02      0.00      7.28      0.00      0.00     79.69
04:00:16 PM IST     all     12.95      0.00      7.03      0.00      0.00     80.02
04:00:17 PM IST     all     13.63      0.00      6.98      0.00      0.00     79.39
04:00:18 PM IST     all     14.92      0.00      6.31      0.00      0.00     78.77
04:00:19 PM IST     all     17.29      0.00      7.19      0.00      0.00     75.51
04:00:20 PM IST     all     13.25      0.00      7.48      0.08      0.00     79.18
04:00:21 PM IST     all     14.30      0.00      6.93      0.09      0.00     78.68
04:00:22 PM IST     all     17.78      0.00      6.50      0.00      0.00     75.73
04:00:23 PM IST     all     13.16      0.00      7.31      0.00      0.00     79.54
04:00:24 PM IST     all     14.44      0.00      7.14      0.00      0.00     78.42
04:00:25 PM IST     all     14.77      0.00      6.58      0.00      0.00     78.65
04:00:26 PM IST     all     14.11      0.00      6.84      0.09      0.00     78.96
04:00:27 PM IST     all     14.13      0.00      7.78      0.08      0.00     78.00
04:00:28 PM IST     all     13.45      0.00      6.77      0.00      0.00     79.78
04:00:29 PM IST     all     14.67      0.00      6.69      0.00      0.00     78.64
04:00:30 PM IST     all     15.02      0.00      7.09      0.00      0.00     77.89
04:00:31 PM IST     all     13.55      0.00      7.76      0.00      0.00     78.69
04:00:32 PM IST     all     14.37      0.00      6.63      0.09      0.00     78.91
04:00:33 PM IST     all     16.95      0.00      7.16      0.00      0.00     75.89
04:00:34 PM IST     all     14.48      0.00      6.86      0.00      0.00     78.66
04:00:35 PM IST     all     12.95      0.00      7.84      0.00      0.00     79.22
04:00:36 PM IST     all     13.02      0.00      7.91      0.00      0.00     79.06
04:00:37 PM IST     all     13.89      0.00      6.64      0.00      0.00     79.47
04:00:38 PM IST     all     13.25      0.00      7.61      0.00      0.00     79.15
04:00:39 PM IST     all     13.78      0.00      7.19      0.00      0.00     79.02
04:00:40 PM IST     all     14.75      0.00      7.25      0.00      0.00     78.01
04:00:41 PM IST     all     14.18      0.00      7.04      0.09      0.00     78.69
04:00:42 PM IST     all     13.97      0.00      7.67      0.00      0.00     78.36
04:00:43 PM IST     all     16.72      0.00      7.38      0.00      0.00     75.90
04:00:44 PM IST     all     14.01      0.00      7.34      0.00      0.00     78.65
04:00:45 PM IST     all     15.23      0.00      8.34      0.60      0.00     75.83
04:00:46 PM IST     all     15.71      0.00      7.04      0.17      0.00     77.08
04:00:47 PM IST     all     19.42      0.00      7.41      0.00      0.00     73.17
04:00:48 PM IST     all     16.27      0.00      7.37      0.00      0.00     76.36
04:00:49 PM IST     all     15.92      0.00      7.62      0.51      0.00     75.94
04:00:50 PM IST     all     14.47      0.00      7.02      0.09      0.00     78.42
04:00:51 PM IST     all     28.56      0.00      8.00      0.25      0.00     63.18
04:00:52 PM IST     all     13.78      0.00      7.53      0.09      0.00     78.60
04:00:53 PM IST     all     16.41      0.00      6.97      0.51      0.00     76.11
04:00:54 PM IST     all     16.06      0.00      7.31      0.34      0.00     76.30
04:00:55 PM IST     all     14.81      0.00      7.57      0.43      0.00     77.19
04:00:56 PM IST     all     17.05      0.00      7.55      0.51      0.00     74.89
04:00:57 PM IST     all     14.36      0.00      7.35      0.00      0.00     78.29
04:00:58 PM IST     all     14.54      0.00      6.67      0.00      0.00     78.79
04:00:59 PM IST     all     13.80      0.00      7.07      0.00      0.00     79.13
04:01:00 PM IST     all     15.62      0.00      7.73      0.00      0.00     76.65
04:01:01 PM IST     all     16.62      0.00      7.75      0.43      0.00     75.19
04:01:02 PM IST     all     15.90      0.00      7.26      0.00      0.00     76.84
04:01:03 PM IST     all     14.22      0.00      7.37      0.00      0.00     78.41
04:01:04 PM IST     all     13.25      0.00      7.26      0.17      0.00     79.32
04:01:05 PM IST     all     15.50      0.00      7.37      0.00      0.00     77.14
04:01:06 PM IST     all     13.68      0.00      7.14      0.00      0.00     79.17
04:01:07 PM IST     all     17.67      0.00      6.54      0.00      0.00     75.79
04:01:08 PM IST     all     17.05      0.00      7.04      0.68      0.00     75.23
04:01:09 PM IST     all     20.50      0.00      7.32      0.34      0.00     71.83
04:01:10 PM IST     all     16.41      0.00      8.33      0.77      0.00     74.49
04:01:11 PM IST     all     16.57      0.00      6.90      0.43      0.00     76.10
04:01:12 PM IST     all     14.94      0.00      7.21      0.00      0.00     77.85
04:01:13 PM IST     all     14.43      0.00      8.20      0.00      0.00     77.37
04:01:14 PM IST     all     17.99      0.00      7.33      0.26      0.00     74.42
04:01:15 PM IST     all     17.06      0.00      7.08      0.51      0.00     75.34
04:01:16 PM IST     all     17.72      0.00      6.98      0.26      0.00     75.04
04:01:17 PM IST     all     16.01      0.00      6.98      0.43      0.00     76.58
04:01:18 PM IST     all     27.02      0.00      8.84      0.42      0.00     63.72
04:01:19 PM IST     all     25.88      0.00      8.05      0.43      0.00     65.64
04:01:20 PM IST     all     24.94      0.00      8.71      0.09      0.00     66.27
04:01:21 PM IST     all     17.41      0.00      6.83      0.60      0.00     75.17
04:01:22 PM IST     all     15.12      0.09      7.34      0.09      0.00     77.37
04:01:23 PM IST     all     18.80      0.00      6.84      0.34      0.00     74.02
04:01:24 PM IST     all     15.22      0.00      6.79      0.17      0.00     77.82
04:01:25 PM IST     all     16.37      0.00      8.61      0.25      0.00     74.77
04:01:26 PM IST     all     14.13      0.00      7.53      0.09      0.00     78.25
04:01:27 PM IST     all     20.93      0.00      6.43      0.43      0.00     72.21
04:01:28 PM IST     all     15.18      0.00      7.72      0.08      0.00     77.01
04:01:29 PM IST     all     14.42      0.00      7.94      0.00      0.00     77.65
04:01:30 PM IST     all     16.00      0.00      7.20      0.25      0.00     76.55
04:01:31 PM IST     all     15.13      0.00      7.09      0.09      0.00     77.69
04:01:32 PM IST     all     15.59      0.00      7.50      0.25      0.00     76.66
04:01:33 PM IST     all     14.09      0.00      7.43      0.09      0.00     78.39
04:01:34 PM IST     all     13.95      0.00      6.63      0.00      0.00     79.41
04:01:35 PM IST     all     13.52      0.00      7.70      0.00      0.00     78.79
04:01:36 PM IST     all     13.93      0.00      6.92      0.00      0.00     79.15
04:01:37 PM IST     all     15.04      0.08      7.14      0.00      0.00     77.74
04:01:38 PM IST     all     17.88      0.00      6.86      0.00      0.00     75.25
04:01:39 PM IST     all     14.71      0.00      7.78      0.00      0.00     77.51
04:01:40 PM IST     all     14.38      0.00      7.36      0.08      0.00     78.17
04:01:41 PM IST     all     14.55      0.00      6.98      0.00      0.00     78.47
04:01:42 PM IST     all     14.48      0.00      7.28      0.00      0.00     78.24
04:01:43 PM IST     all     15.96      0.00      7.76      0.00      0.00     76.28
04:01:44 PM IST     all     14.18      0.00      7.22      0.00      0.00     78.61
04:01:45 PM IST     all     14.25      0.00      6.74      0.00      0.00     79.01
04:01:46 PM IST     all     14.13      0.00      6.93      0.00      0.00     78.94
04:01:47 PM IST     all     16.34      0.00      7.36      0.09      0.00     76.22
04:01:48 PM IST     all     13.87      0.00      7.11      0.00      0.00     79.02
04:01:49 PM IST     all     13.86      0.00      7.53      0.00      0.00     78.61
04:01:50 PM IST     all     14.67      0.00      7.03      0.00      0.00     78.30
04:01:51 PM IST     all     14.31      0.00      6.90      0.00      0.00     78.79
04:01:52 PM IST     all     13.82      0.00      7.59      0.00      0.00     78.58
04:01:53 PM IST     all     15.23      0.00      6.93      0.00      0.00     77.84
04:01:54 PM IST     all     14.35      0.00      7.51      0.00      0.00     78.14
04:01:55 PM IST     all     15.35      0.00      6.52      0.09      0.00     78.04
04:01:56 PM IST     all     14.15      0.00      6.35      0.00      0.00     79.50
04:01:57 PM IST     all     19.39      0.00      7.74      0.00      0.00     72.87
04:01:58 PM IST     all     13.77      0.00      6.80      0.00      0.00     79.43
04:01:59 PM IST     all     15.22      0.00      6.90      0.00      0.00     77.88
04:02:00 PM IST     all     15.43      0.00      7.42      0.00      0.00     77.15
04:02:01 PM IST     all     15.33      0.00      6.77      0.00      0.00     77.90
04:02:02 PM IST     all     14.03      0.00      7.48      0.00      0.00     78.49
04:02:03 PM IST     all     15.56      0.00      6.50      0.00      0.00     77.95
04:02:04 PM IST     all     14.59      0.00      7.08      0.00      0.00     78.33
04:02:05 PM IST     all     14.84      0.00      6.87      0.00      0.00     78.29
04:02:06 PM IST     all     13.81      0.00      7.54      0.00      0.00     78.64
04:02:07 PM IST     all     14.73      0.00      7.62      0.00      0.00     77.65
04:02:08 PM IST     all     13.27      0.00      7.99      0.09      0.00     78.66
04:02:09 PM IST     all     13.74      0.00      7.42      0.00      0.00     78.84
04:02:10 PM IST     all     13.91      0.00      6.91      0.00      0.00     79.18
04:02:11 PM IST     all     14.76      0.00      6.62      0.08      0.00     78.54
04:02:12 PM IST     all     16.14      0.00      7.09      0.00      0.00     76.77
04:02:13 PM IST     all     18.22      0.00      6.78      0.00      0.00     75.00
04:02:14 PM IST     all     13.77      0.00      7.44      0.00      0.00     78.79
04:02:15 PM IST     all     10.10      0.00      1.85      0.00      0.00     88.05
