procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0 1840908 692468  28216 3379336    6   19    99   311 2192   33  5  2 93  0  0  0
 1  1 1840908 699912  28216 3360108    0    0     0   312 2808 8311  2  1 90  8  0  0
40  0 1840908 667060  28244 3357568    0    0     0  2012 22090 132927 11  5 82  2  0  0
43  0 1840908 673064  28244 3357888    0    0     8  2032 28179 177999 12  7 80  0  0  0
43  0 1840908 673900  28252 3358192    0    0     0  2064 28621 178781 12  7 81  0  0  0
43  0 1840908 680204  28252 3358156    0    0     0  2000 26998 175907 14  7 79  0  0  0
49  0 1840908 676712  28252 3358764    0    0     0  1888 28401 176635 14  7 79  0  0  0
45  0 1840908 670128  28260 3361344    0    0     0  1892 27597 168847 20  7 74  0  0  0
53  0 1840908 672200  28260 3361620    0    0     0  1976 29874 180009 13  7 80  0  0  0
47  0 1840908 672676  28284 3359804    0    0     0  2476 28469 178035 12  7 80  0  0  0
49  0 1840908 672128  28292 3360168    0    0     0  2064 29324 179758 13  7 80  0  0  0
48  0 1840908 679136  28292 3351372    0    0     0  1944 27757 175186 14  7 79  0  0  0
47  0 1840908 682992  28292 3351816    0    0     0  1864 28548 178365 13  7 79  0  0  0
52  0 1840908 688292  28292 3352016    0    0     0  1956 28779 178955 12  7 81  0  0  0
51  0 1840908 699328  28300 3349124    0    0     0  2072 29156 178935 13  7 80  0  0  0
52  0 1840908 690348  28308 3353416    0    0     8  2084 27326 175996 15  7 78  0  0  0
47  0 1840908 689932  28308 3353368    0    0     0  1896 29230 180106 13  7 80  0  0  0
35  0 1840908 656556  28308 3383032    0    0     0  1848 29602 179390 15  7 78  0  0  0
52  0 1840908 644392  28308 3380420    0    0     0  1904 29420 179886 16  7 77  0  0  0
48  0 1840908 644080  28316 3381268    0    0     0  1948 27361 175641 15  6 79  0  0  0
51  0 1840908 641244  28324 3381164    0    0     0  2676 28154 178679 12  7 81  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
52  0 1840908 637064  28324 3381176    0    0     0  1972 28236 172929 16  6 78  0  0  0
45  0 1840908 636400  28324 3381400    0    0     0  2088 27863 171597 13  7 80  0  0  0
43  0 1840908 646932  28344 3381988    0    0     4  2120 27252 172992 14  6 80  0  0  0
44  0 1840908 649796  28352 3375980    0    0     0  2256 28959 179852 13  7 80  0  0  0
45  0 1840908 693576  28352 3317488    0    0    24  1800 30107 181589 17  7 76  0  0  0
49  0 1840908 685860  28352 3326468    0    0     0  1916 29705 168665 20  7 72  0  0  0
38  0 1840908 686328  28352 3325276    0    0     0  1912 28455 179280 14  6 80  0  0  0
41  0 1840908 700368  28360 3302012    0    0     0  1976 29721 176935 16  7 77  0  0  0
 1  0 1840908 702096  28368 3302920    0    0     0  1948 29377 177828 14  7 79  0  0  0
49  1 1840908 697108  28376 3302704    0    0     0  2280 29222 179823 14  7 79  0  0  0
47  0 1840908 693884  28392 3305684    0    0     0  2220 30862 176973 17  8 76  0  0  0
55  0 1840908 714692  28392 3296300    0    0     0  1832 30465 178890 16  7 77  0  0  0
41  0 1840908 716900  28408 3287724    0    0     0  2008 29380 170022 18  6 74  1  0  0
50  0 1840908 701600  28416 3306648    0    0     0  1920 30041 176123 16  8 76  0  0  0
53  0 1840908 712172  28424 3294148    0    0     0  2124 29280 177448 15  7 78  0  0  0
41  0 1840908 725124  28440 3292152   16    0    16  2480 29598 175664 15  7 78  0  0  0
46  0 1840908 698936  28576 3303768    0    0   620  1864 29227 167275 17  7 76  1  0  0
46  0 1840908 691424  28576 3306012    4    0   152  1800 29693 169663 20  7 72  1  0  0
55  0 1840908 659372  28584 3320280    0    0     0  1776 29399 167817 22  7 70  1  0  0
41  0 1840908 705480  28584 3318296    0    0     0  2196 29600 175432 16  7 76  0  0  0
45  0 1840908 674876  28592 3307208    0    0     0  1996 29373 173806 18  6 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
50  0 1840908 666372  28592 3311356    0    0     0  2004 30227 179046 14  7 78  0  0  0
52  0 1840908 664092  28596 3305336    0    0     4  1868 29772 181541 13  8 79  0  0  0
11  0 1840908 658456  28604 3303312    0    0     0  2108 28633 178823 13  7 80  0  0  0
52  0 1840908 660340  28604 3302244    0    0     0  2068 28468 178872 13  7 80  0  0  0
39  0 1840908 645188  28612 3317044    0    0     0  2532 28735 179071 13  7 80  0  0  0
53  0 1840908 647008  28612 3317392    0    0     0  1952 28093 177782 13  6 81  0  0  0
 2  1 1840908 651100  28628 3315480    0    0     0  2012 29493 179433 14  7 79  0  0  0
41  0 1840908 671144  28660 3315200    0    0     0  2160 27410 167904 14  7 79  0  0  0
49  0 1840908 656112  28668 3315616    0    0     0  2816 25912 152446 12  7 81  0  0  0
50  0 1840908 649156  28668 3313712    0    0     0  1972 28304 176566 13  7 80  0  0  0
49  0 1840908 650012  28668 3304824    0    0     0  1992 28154 177725 13  7 80  0  0  0
50  0 1840908 639788  28668 3308340    0    0     0  1864 28273 177882 14  7 79  0  0  0
49  0 1840908 628488  28676 3308544    0    0     0  2008 29529 180094 13  7 80  0  0  0
50  0 1840908 629280  28684 3308884    0    0     0  2360 28274 177991 13  7 79  0  0  0
52  0 1840908 624380  28700 3305948    0    0     0  2008 28774 178873 14  7 80  0  0  0
53  0 1840908 623900  28700 3306492    0    0     0  1852 26947 175207 13  7 80  0  0  0
52  0 1840908 633172  28700 3300596    0    0     0  2096 29097 179398 13  7 80  0  0  0
36  0 1840908 633896  28708 3300920    0    0     0  2000 27763 177727 13  6 81  0  0  0
51  0 1840908 633860  28708 3300492    0    0     0  2072 29244 180449 14  6 80  0  0  0
50  0 1840908 602676  28732 3345044    0    0     0  2020 29316 176201 16  6 77  0  0  0
46  0 1840908 589532  28748 3361656    0    0     0  1928 30322 178883 15  7 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
51  0 1840908 601508  28748 3342428    0    0     8  1872 29458 179170 14  7 79  0  0  0
50  0 1840908 599452  28772 3340320    0    0     0  2288 26387 174766 14  6 79  0  0  0
51  0 1840908 540992  28772 3393480    0    0    20  1800 29134 177337 14  8 78  0  0  0
42  0 1840908 543036  28772 3394056    0    0     8  2172 26927 177007 14  6 80  0  0  0
49  0 1840908 530592  28772 3386856    0    0     0  1904 28583 177515 14  7 78  0  0  0
51  0 1840908 572636  28772 3347004    0    0     0  1800 28831 180405 14  7 80  0  0  0
47  0 1840908 578544  28788 3345128    0    0     4  1992 27812 178277 13  7 80  0  0  0
60  0 1840908 576592  28796 3348416    0    0     0  2020 29095 175233 18  6 75  0  0  0
 7  1 1840908 573044  28804 3352480    0    0     0  2276 28542 177983 15  6 78  0  0  0
38  0 1840908 505472  28812 3410996    0    0     0  2324 28762 176484 15  7 78  0  0  0
48  0 1840908 481380  28812 3435324    0    0     0  1888 28969 179131 14  7 79  0  0  0
46  0 1840908 482872  28820 3438676    0    0     0  1964 28623 179444 14  7 79  0  0  0
45  0 1840908 484740  28828 3438584    0    0     0  2028 28905 178460 14  6 79  0  0  0
52  2 1840908 492404  28844 3438780    0    0     0  1952 27988 178602 16  6 78  0  0  0
45  0 1840908 495076  28844 3421756    0    0     0  2628 30319 177563 15  7 78  0  0  0
43  0 1840908 492516  28844 3422604    0    0    44  1956 29249 177251 14  7 78  0  0  0
48  0 1840908 485696  28852 3422964    0    0     4  2116 28942 179427 13  7 80  0  0  0
49  0 1840908 491864  28852 3423140    0    0     0  2000 28575 179040 13  7 80  0  0  0
49  0 1840908 475764  28860 3426668    0    0     0  2280 28352 173753 14  6 80  0  0  0
50  0 1840908 472948  28876 3426932    0    0     0  2760 26378 168675 13  7 80  0  0  0
33  0 1840908 495808  28876 3420668    0    0     0  2100 28245 176291 13  7 80  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
28  0 1840908 501904  28884 3417700    0    0     0  1936 28753 178270 13  7 80  0  0  0
32  0 1840908 507492  28884 3410592    0    0     0  2000 27762 177814 14  7 80  0  0  0
46  0 1840908 511164  28884 3404716    0    0     0  2016 28616 180211 13  6 80  0  0  0
51  0 1840908 517740  28892 3404892    0    0     0  2824 28402 178271 14  6 80  0  0  0
35  0 1840908 518992  28900 3405228    0    0     0  2200 28001 178114 13  7 80  0  0  0
35  0 1840908 516924  28924 3405520    0    0     0  2220 29460 181502 12  7 80  0  0  0
51  0 1840908 518712  28932 3405244    0    0     0  2092 26259 174413 15  7 78  0  0  0
52  0 1840908 524976  28948 3396736    0    0     0  2224 29580 179856 13  7 79  0  0  0
50  0 1840908 521984  28948 3397864    0    0     0  1896 30136 182121 14  7 79  0  0  0
51  0 1840908 635164  28964 3278988    0    0     0  2312 29386 179867 13  7 79  0  0  0
51  1 1840908 638468  28964 3279704    0    0    32  1880 30579 179414 17  7 76  0  0  0
 2  0 1840908 637700  28964 3280048    0    0     0  2180 29103 180584 13  7 81  0  0  0
52  0 1840908 648460  28972 3280420    0    0     0  2152 28793 178830 13  6 81  0  0  0
45  0 1840908 648644  28988 3280404    0    0     0  2212 27306 168587 14  7 79  0  0  0
51  0 1840908 641724  28988 3280888    0    0     0  2016 25386 174063 14  6 80  0  0  0
41  0 1840908 636192  28988 3281232    0    0     0  1976 28739 176202 13  7 80  0  0  0
14  0 1840908 641336  28988 3281872    0    0     0  1984 28342 175525 14  6 80  0  0  0
51  0 1840908 649916  28996 3281712    0    0     0  2048 29175 178604 13  7 80  0  0  0
48  0 1840908 645276  29020 3282120    0    0     0  2156 29004 179658 13  7 80  0  0  0
48  0 1840908 626988  29020 3282496    0    0     0  2056 28122 178559 13  7 80  0  0  0
39  0 1840908 628560  29020 3282868    0    0     0  2088 28421 178841 13  7 80  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
49  0 1840908 630316  29020 3282904    0    0     0  1960 27755 176777 13  7 80  0  0  0
46  0 1840908 629044  29028 3283180    0    0     0  2004 30292 180140 14  7 79  0  0  0
15  0 1840908 628872  29036 3283524    0    0     0  2028 28935 179798 14  7 79  0  0  0
45  0 1840908 635852  29036 3283844    0    0     0  2080 29052 180219 13  7 80  0  0  0
49  0 1840908 645132  29044 3284184    0    0     0  2028 28128 172576 12  7 81  0  0  0
40  0 1840908 661644  29060 3284408    0    0     0  2128 24716 152659 12  7 81  0  0  0
43  0 1840908 655592  29068 3280948    0    0     0  2056 28461 170362 12  7 81  0  0  0
46  0 1840908 648484  29068 3281012    0    0     0  1968 29497 179860 12  7 81  0  0  0
49  0 1840908 644532  29068 3281332    0    0     0  1848 27827 178438 13  7 80  0  0  0
49  0 1840908 638296  29068 3281620    0    0     0  1944 26846 176100 13  7 80  0  0  0
50  0 1840908 642496  29076 3282604    0    0     0  1892 28809 179642 14  7 79  0  0  0
46  0 1840908 654644  29100 3279060    0    0     0  2000 28332 178444 13  7 80  0  0  0
44  0 1840908 653496  29100 3278784    0    0     0  1920 28688 180155 14  6 80  0  0  0
51  0 1840908 654112  29100 3279088    0    0     0  2292 28247 178934 13  7 80  0  0  0
 3  0 1840908 652248  29100 3282540    0    0     0  1888 29009 179130 13  8 79  0  0  0
53  0 1840908 652512  29100 3282836    0    0     0  1832 27589 178134 13  7 81  0  0  0
 2  1 1840908 656116  29116 3282916    0    0     0  1996 27832 177377 14  7 79  0  0  0
45  0 1840908 656520  29124 3280548    0    0     0  1888 27516 177293 13  7 80  0  0  0
42  0 1840908 647788  29124 3280792    0    0     8  2028 28370 178195 13  6 81  0  0  0
51  0 1840908 608932  29124 3328648    0    0     0  1768 28363 177017 14  8 78  0  0  0
