Linux 6.12.33+kali-amd64 (two94) 	23/11/25 	_x86_64_	(12 CPU)

12:01:51 AM IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:06:04 AM IST  all   12.49    0.00    4.93    0.17    0.00    1.87    0.00    0.00    0.00   80.54
12:06:05 AM IST  all   11.91    0.00    5.19    0.09    0.00    1.70    0.00    0.00    0.00   81.11
12:06:06 AM IST  all   13.07    0.00    4.33    0.08    0.00    1.61    0.00    0.00    0.00   80.90
12:06:07 AM IST  all   13.64    0.00    4.32    0.17    0.00    1.44    0.00    0.00    0.00   80.42
12:06:08 AM IST  all   12.34    0.00    4.34    0.00    0.00    2.13    0.00    0.00    0.00   81.19
12:06:09 AM IST  all   12.53    0.00    4.91    0.17    0.00    1.86    0.00    0.00    0.00   80.52
12:06:10 AM IST  all   12.79    0.00    4.60    0.09    0.00    1.88    0.00    0.00    0.00   80.65
12:06:11 AM IST  all   12.79    0.00    5.25    0.08    0.00    1.35    0.00    0.00    0.00   80.52
12:06:12 AM IST  all   12.96    0.00    4.35    0.09    0.00    1.79    0.00    0.00    0.00   80.82
12:06:13 AM IST  all   12.71    0.00    5.34    0.08    0.00    1.36    0.00    0.00    0.00   80.51
12:06:14 AM IST  all   11.95    0.00    5.34    0.08    0.00    1.78    0.00    0.00    0.00   80.85
12:06:15 AM IST  all   11.66    0.00    5.45    0.09    0.00    1.79    0.00    0.00    0.00   81.02
12:06:16 AM IST  all   12.74    0.00    4.44    0.09    0.00    1.54    0.00    0.00    0.00   81.20
12:06:17 AM IST  all   12.09    0.00    5.11    0.17    0.00    1.70    0.00    0.00    0.00   80.94
12:06:18 AM IST  all   12.63    0.00    4.66    0.08    0.00    1.95    0.00    0.00    0.00   80.68
12:06:19 AM IST  all   12.93    0.00    5.24    0.08    0.00    1.78    0.00    0.00    0.00   79.97
12:06:20 AM IST  all   13.18    0.00    4.34    0.09    0.00    1.79    0.00    0.00    0.00   80.61
12:06:21 AM IST  all   12.91    0.00    4.36    0.09    0.00    1.37    0.00    0.00    0.00   81.28
12:06:22 AM IST  all   12.46    0.00    4.69    0.09    0.00    1.71    0.00    0.00    0.00   81.06
12:06:23 AM IST  all   13.54    0.00    3.81    0.08    0.00    1.86    0.00    0.00    0.00   80.71
12:06:24 AM IST  all   12.97    0.00    4.75    0.00    0.00    1.95    0.00    0.00    0.00   80.34
12:06:25 AM IST  all   12.63    0.00    4.44    0.00    0.00    1.54    0.00    0.00    0.00   81.40
12:06:26 AM IST  all   12.41    0.00    4.59    0.00    0.00    1.96    0.00    0.00    0.00   81.04
12:06:27 AM IST  all   12.45    0.00    5.17    0.08    0.00    1.61    0.00    0.00    0.00   80.69
12:06:28 AM IST  all   12.76    0.00    5.33    0.08    0.00    1.52    0.00    0.00    0.00   80.30
12:06:29 AM IST  all   30.79    0.00    4.58    0.08    0.00    1.70    0.00    0.00    0.00   62.85
12:06:30 AM IST  all   12.65    0.00    4.75    0.17    0.00    1.44    0.00    0.00    0.00   80.98
12:06:31 AM IST  all   13.29    0.00    3.92    0.09    0.00    1.62    0.00    0.00    0.00   81.09
12:06:32 AM IST  all   13.25    0.00    4.19    0.09    0.00    1.11    0.00    0.00    0.00   81.37
12:06:33 AM IST  all   12.43    0.00    4.99    0.08    0.00    1.94    0.00    0.00    0.00   80.56
12:06:34 AM IST  all   13.45    0.00    4.91    0.08    0.00    1.27    0.00    0.00    0.00   80.29
12:06:35 AM IST  all   12.23    0.00    4.62    0.09    0.00    1.71    0.00    0.00    0.00   81.35
12:06:36 AM IST  all   12.80    0.00    4.78    0.09    0.00    1.19    0.00    0.00    0.00   81.14
12:06:37 AM IST  all   12.77    0.00    4.94    0.09    0.00    1.62    0.00    0.00    0.00   80.60
12:06:38 AM IST  all   13.10    0.00    4.48    0.08    0.00    1.94    0.00    0.00    0.00   80.39
12:06:39 AM IST  all   12.37    0.00    4.44    0.09    0.00    1.88    0.00    0.00    0.00   81.23
12:06:40 AM IST  all   12.77    0.00    5.16    0.08    0.00    1.35    0.00    0.00    0.00   80.63
12:06:41 AM IST  all   12.84    0.00    4.65    0.17    0.00    2.03    0.00    0.00    0.00   80.32
12:06:42 AM IST  all   12.07    0.00    4.62    0.09    0.00    1.63    0.00    0.00    0.00   81.59
12:06:43 AM IST  all   12.89    0.00    4.27    0.09    0.00    1.88    0.00    0.00    0.00   80.87
12:06:44 AM IST  all   12.42    0.00    4.98    0.17    0.00    2.03    0.00    0.00    0.00   80.41
12:06:45 AM IST  all   12.38    0.00    5.17    0.08    0.00    1.44    0.00    0.00    0.00   80.92
12:06:46 AM IST  all   12.30    0.00    5.38    0.09    0.00    1.20    0.00    0.00    0.00   81.04
12:06:47 AM IST  all   12.85    0.00    4.09    0.09    0.00    2.13    0.00    0.00    0.00   80.85
12:06:48 AM IST  all   12.87    0.00    4.77    0.00    0.00    1.19    0.00    0.00    0.00   81.16
12:06:49 AM IST  all   11.41    0.00    5.16    0.08    0.00    1.86    0.00    0.00    0.00   81.49
12:06:50 AM IST  all   12.50    0.00    4.71    0.09    0.00    1.63    0.00    0.00    0.00   81.08
12:06:51 AM IST  all   12.23    0.00    5.86    0.08    0.00    1.44    0.00    0.00    0.00   80.37
12:06:52 AM IST  all   11.50    0.00    4.43    0.09    0.00    1.62    0.00    0.00    0.00   82.37
