procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 931436 698024 119940 3957136    5   15   121   177 1590   27  4  2 94  0  0  0
 1  1 931436 622144 119940 3963548    0    0     0   368 5885 11838  4  2 89  5  0  0
 1  1 931436 609300 119940 3963716    0    0     0   664 3503 10936  2  2 90  6  0  0
 1  1 931436 604880 119948 3963684    0    0     0   404 3211 10386  2  1 90  7  0  0
 1  1 931436 603640 119948 3963556    0    0     0   360 3193 10393  2  2 90  6  0  0
18  0 931436 625420 119972 3963776    0    0     0  1152 4705 17579  4  4 88  4  0  0
36  0 931436 618576 119972 3963784    0    0     0  2088 7762 30442  6  7 87  0  0  0
32  0 931436 623608 119988 3963636    0    0     0  2056 6944 28017  7  6 86  0  0  0
21  0 931436 636808 119996 3963652    0    0     0  2144 7012 27389  7  6 87  0  0  0
22  0 931436 634064 119996 3963664    0    0     0  2032 6973 27922  6  7 87  0  0  0
 7  1 931436 624452 119996 3963712    0    0     0  2120 7127 27893  7  6 87  0  0  0
30  0 931436 641060 119996 3963716    0    0     0  1928 6699 25567  6  7 87  0  0  0
39  0 931436 636944 120008 3963496    0    0     0  2172 6863 26758  6  6 87  0  0  0
29  0 931436 647744 120016 3963716    0    0     0  2408 6650 26072  7  7 86  0  0  0
22  0 931436 629660 120016 3964436    0    0     0  2152 7127 29369  6  7 87  0  0  0
23  1 931436 642104 120016 3964228    0    0     0  2064 7154 29268  7  6 87  0  0  0
41  0 931436 625964 120016 3964236    0    0     0  2104 7083 28286  6  7 87  0  0  0
41  0 931436 626648 120024 3964180    0    0     0  2400 7330 29359  6  7 87  0  0  0
15  0 931436 638536 120032 3964132    0    0     0  2088 6940 26525  6  7 87  0  0  0
29  0 931436 632384 120032 3964140    0    0     0  2064 7468 29946  7  6 87  0  0  0
31  0 931436 644812 120048 3963988    0    0     0  2188 7150 29637  7  7 86  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
28  1 931436 645804 120048 3964188    0    0     0  2272 7665 31922  7  6 87  0  0  0
10  0 931436 622048 120048 3964188    0    0     0  2056 6883 28323  6  7 87  0  0  0
25  0 931436 640964 120056 3964040    0    0     0  2272 7090 30650  8  6 86  0  0  0
11  0 931436 647188 120056 3964072    0    0     0  1832 6475 24481  6  6 88  0  0  0
29  0 931436 618152 120080 3981132    0    0     0 18480 6764 26902  6  6 87  0  0  0
25  0 931436 619536 120080 3981132    0    0     0  1992 6737 25798  7  6 87  0  0  0
29  0 931436 629628 120080 3981180    0    0     0  2096 7250 29871  6  7 87  0  0  0
30  0 931436 606660 120136 3981720    0    0     0  6276 7156 27426  7  6 87  0  0  0
20  0 931436 626932 120136 3981720    0    0     0  4428 7293 29256  6  7 87  0  0  0
14  0 931436 586400 120144 3981756    0    0     0  2312 7010 28425  6  7 87  0  0  0
28  0 931436 620852 120144 3981824    0    0     0  2240 7041 28413  7  6 87  0  0  0
36  0 931436 604272 120144 3981796    0    0     0  2120 7403 28420  6  7 87  0  0  0
24  0 931436 605292 120168 3981728    0    0     0  2532 7686 31395  6  7 86  0  0  0
22  1 931436 616136 120168 3981672    0    0     0  2328 7264 28897  7  7 87  0  0  0
28  0 931436 611260 120168 3981740    0    0     0  2176 7546 30393  7  6 87  0  0  0
32  0 931436 610184 120168 3981748    0    0     0  2048 7148 28050  6  7 87  0  0  0
19  0 931436 630008 120168 3981520    0    0     0  2384 7049 27951  7  7 87  0  0  0
28  0 931436 619916 120184 3981820    0    0     0  2100 6827 27356  6  7 87  0  0  0
25  0 931436 600600 120184 3981828    0    0     0  2784 7459 31834  7  6 87  0  0  0
19  0 931436 601652 120184 3981792    0    0     0  3560 6779 26279  6  6 87  0  0  0
27  0 931436 604664 120184 3982968    0    0     0  2296 6758 26697  7  7 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 6  0 931436 610932 120184 3983024    0    0     0  1888 6920 27515  6  7 87  0  0  0
40  0 931436 607428 120200 3982568   12    0    12  2212 7661 30378  7  6 87  0  0  0
33  0 931436 606796 120200 3982448    0    0     0  2312 7008 26351  6  7 87  0  0  0
31  0 931436 574588 120200 3998808    0    0     0  1928 6871 26131  6  6 87  0  0  0
28  1 931436 612556 120232 3998988    0    0     0 18560 7422 29256  6  7 87  0  0  0
34  1 931436 596548 120248 3999272    0    0     0  2616 7378 30969  7  6 86  0  0  0
31  0 931436 589504 120248 3999308    0    0     0  1864 6332 23208  6  7 87  0  0  0
42  0 931436 578260 120248 3999492    0    0     0  2132 7280 29386  6  7 87  0  0  0
19  0 931436 615440 120248 3999492    0    0     0  2288 7131 27324  6  7 87  0  0  0
20  0 931436 622416 120264 3999600    0    0     0  2332 7361 29213  7  7 87  0  0  0
14  0 931436 620512 120280 3999636    0    0     0  2140 7175 28247  6  7 87  0  0  0
32  0 931436 591504 120280 3999660    0    0     0  2384 7213 28228  6  7 87  0  0  0
32  0 931436 595284 120280 3999684    0    0     0  2112 7113 28969  6  7 87  0  0  0
 1  0 931436 578240 120280 3999712    0    0     0  2024 6889 27486  7  7 87  0  0  0
13  1 931436 616960 120288 3999736    0    0     0  2148 7045 30270  7  6 87  0  0  0
20  0 931436 592764 120296 3999512    0    0     0  2504 7236 28382  7  7 86  0  0  0
14  0 931436 597564 120296 3999612    0    0     0  2336 7458 30753  7  7 86  0  0  0
27  0 931436 608504 120296 3999612    0    0     0  2828 7058 27843  7  7 87  0  0  0
29  0 931436 606664 120312 3999628    0    0     0  2700 7329 28978  6  7 87  0  0  0
17  1 931436 611324 120320 3999708    0    0     0  2240 7237 28961  7  7 87  0  0  0
13  0 931436 615732 120320 3999724    0    0     0  2048 7059 28049  7  7 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
29  0 931436 605156 120320 3999680    0    0     0  2544 7492 32038  7  7 87  0  0  0
32  0 931436 597388 120320 3999700    0    0     0  2472 7481 29347  6  7 87  0  0  0
16  0 931436 600152 120328 3999732    0    0     0  2156 7063 28489  7  6 87  0  0  0
26  0 931436 609140 120336 3999732    0    0     0  2352 6908 27242  7  6 87  0  0  0
26  0 931436 599996 120336 3999504    0    0     0  1888 6505 26279  6  7 87  0  0  0
21  1 931436 596328 120336 3999756    0    0     0  2136 7498 29008  7  6 87  0  0  0
16  0 931436 597456 120336 3999764    0    0     0  2024 6885 27085  6  7 87  0  0  0
18  0 931436 594548 120344 3999780    0    0     0  2448 7092 29388  7  6 87  0  0  0
14  0 931436 605656 120352 3999788    0    0     0  2096 7219 29559  7  6 87  0  0  0
18  0 931436 599780 120352 3999788    0    0     0  2168 7636 30451  7  7 87  0  0  0
28  0 931436 589924 120368 3999796    0    0     0  2432 7343 28604  7  7 87  0  0  0
15  1 931436 611388 120368 3999576    0    0     0  2296 7277 28027  7  6 87  0  0  0
29  0 931436 601444 120368 4000652    0    0     0  2040 6864 27228  6  7 87  0  0  0
12  1 931436 599744 120376 4000216    0    0     0  2096 6433 24653  6  7 87  0  0  0
33  0 931436 605156 120376 4000108    0    0     0  2036 6829 27586  6  7 87  0  0  0
14  0 931436 609512 120384 4000040    0    0     0  2012 6853 27626  7  6 86  0  0  0
35  0 931436 587224 120384 4000060    0    0     0  2280 7282 30852  7  7 87  0  0  0
32  1 931436 596496 120384 3999844    0    0     0  2220 7482 29629  6  7 87  0  0  0
11  0 931436 592924 120392 4000128    0    0     0  2204 7196 28521  6  7 87  0  0  0
26  0 931436 573664 120392 4000160    0    0     8  1904 7232 29729  7  6 87  0  0  0
 6  0 931436 574816 120400 4000160    0    0     0  2300 6835 27050  6  7 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  1 931436 563452 120400 3999948    0    0     0  2136 7109 27839  7  6 87  0  0  0
17  0 931436 575456 120400 4000028    0    0     0  2216 7901 30948  7  7 86  0  0  0
 3  0 931436 538584 120424 4016464    0    0     0 18708 7024 28480  7  7 86  0  0  0
27  0 931436 560100 120440 4016968    0    0     0  2396 8092 33364  7  7 86  0  0  0
15  1 931436 544372 120440 4016748    0    0     0  1832 6374 24590  6  6 87  0  0  0
11  0 931436 582968 120440 4016976    0    0     0  2168 6693 25351  6  7 87  0  0  0
28  0 931436 563180 120440 4016984    0    0     0  2668 7256 29999  7  6 87  0  0  0
52  0 931436 544712 120448 4017016    0    0     0  2268 7649 31088  6  6 87  0  0  0
20  0 931436 560668 120456 4017048    0    0     0  2460 7389 30202  7  6 87  0  0  0
13  1 931436 572416 120456 4017124    0    0     0  2224 7281 28646  6  7 87  0  0  0
22  0 931436 575968 120456 4017136    0    0     0  2120 6904 28036  6  7 87  0  0  0
31  0 931436 561852 120456 4016916    0    0     0  2212 7039 28382  6  6 87  0  0  0
42  0 931436 559532 120464 4017172    0    0     0  2344 7031 27112  7  7 87  0  0  0
40  0 931436 565968 120472 4017196    0    0     0  2032 6641 27990  6  7 87  0  0  0
13  0 931436 559340 120472 4016968    0    0     0  2312 7240 30677  6  7 87  0  0  0
46  0 931436 555240 120472 4017168    0    0     0  2448 6955 26987  7  6 87  0  0  0
32  0 931436 556212 120488 4017516    0    0     0  2368 7164 28451  6  6 88  0  0  0
38  0 931436 553620 120488 4018044    0    0     0  2352 7612 32060  7  6 87  0  0  0
21  0 931436 580292 120496 4017968    0    0     0  2468 7270 29657  6  7 87  0  0  0
20  0 931436 563280 120496 4017976    0    0     0  2120 7519 31878  7  7 87  0  0  0
38  0 931436 575252 120496 4017752    0    0     0  1872 6361 24878  7  6 87  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
27  0 931436 549400 120504 4018420    0    0     0  2480 6700 26978  6  7 87  0  0  0
25  0 931436 575856 120504 4018564    0    0     0  2040 7099 28523  7  7 87  0  0  0
32  0 931436 572308 120512 4018668    0    0     0  2232 7427 29644  7  7 86  0  0  0
36  0 931436 550352 120512 4018060    0    0     0  2008 6680 27113  7  6 87  0  0  0
27  0 931436 544296 120512 4018524    0    0     0  2304 6995 27470  6  7 87  0  0  0
27  0 931436 552876 120520 4018608    0    0     0  2064 6969 28185  6  6 87  0  0  0
 9  0 931436 551272 120520 4018692    0    0     0  2344 7993 35593  7  6 86  0  0  0
27  0 931436 548548 120544 4018764    0    0     0  2348 7300 28483  8  6 86  0  0  0
16  0 931436 521192 120560 4018772    0    0     0  2280 7086 28108  6  7 87  0  0  0
15  0 931436 547640 120560 4018844    0    0     0  2064 7151 29547  6  7 87  0  0  0
