Linux 6.12.33+kali-amd64 (two94) 	23/11/25 	_x86_64_	(12 CPU)

02:58:28 PM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
02:58:29 PM IST     all     14.14      0.00      8.89      3.39      0.00     73.58
02:58:30 PM IST     all     15.94      0.00      8.68      2.78      0.00     72.60
02:58:31 PM IST     all     16.09      0.00      8.72      2.54      0.00     72.65
02:58:32 PM IST     all     14.98      0.00      8.30      2.23      0.00     74.49
02:58:33 PM IST     all     16.65      0.00      8.07      1.35      0.00     73.93
02:58:34 PM IST     all     16.55      0.00      8.23      0.09      0.00     75.13
02:58:35 PM IST     all     15.65      0.00      8.12      0.08      0.00     76.14
02:58:36 PM IST     all     15.14      0.00      7.70      0.00      0.00     77.16
02:58:37 PM IST     all     16.67      0.00      8.04      0.00      0.00     75.30
02:58:38 PM IST     all     15.94      0.00      8.81      0.00      0.00     75.25
02:58:39 PM IST     all     14.71      0.00      7.96      0.00      0.00     77.33
02:58:40 PM IST     all     15.98      0.00      7.69      0.00      0.00     76.33
02:58:41 PM IST     all     15.14      0.00      8.80      0.00      0.00     76.06
02:58:42 PM IST     all     15.35      0.00      8.74      0.08      0.00     75.83
02:58:43 PM IST     all     15.37      0.00      8.61      0.00      0.00     76.01
02:58:44 PM IST     all     16.03      0.00      8.18      0.00      0.00     75.79
02:58:45 PM IST     all     15.45      0.00      8.06      0.00      0.00     76.49
02:58:46 PM IST     all     15.51      0.00      8.18      0.00      0.00     76.31
02:58:47 PM IST     all     15.01      0.00      8.82      0.00      0.00     76.17
02:58:48 PM IST     all     14.70      0.00      8.84      0.00      0.00     76.47
02:58:49 PM IST     all     15.73      0.00      7.40      0.00      0.00     76.87
02:58:50 PM IST     all     15.62      0.00      8.11      0.00      0.00     76.27
02:58:51 PM IST     all     15.65      0.00      8.38      0.08      0.00     75.89
02:58:52 PM IST     all     15.41      0.00      7.96      0.08      0.00     76.55
02:58:53 PM IST     all     14.88      0.00      8.25      0.00      0.00     76.87
02:58:54 PM IST     all     15.56      0.00      7.44      0.00      0.00     77.01
02:58:55 PM IST     all     15.62      0.00      7.64      0.00      0.00     76.74
02:58:56 PM IST     all     15.59      0.00      8.34      0.00      0.00     76.07
02:58:57 PM IST     all     15.95      0.00      8.44      0.00      0.00     75.61
02:58:58 PM IST     all     16.58      0.00      8.21      0.00      0.00     75.21
02:58:59 PM IST     all     15.31      0.00      7.65      0.00      0.00     77.04
02:59:00 PM IST     all     15.18      0.00      8.65      0.00      0.00     76.17
02:59:01 PM IST     all     16.09      0.00      8.97      0.00      0.00     74.94
02:59:02 PM IST     all     15.65      0.00      8.29      0.00      0.00     76.06
02:59:03 PM IST     all     14.92      0.00      8.22      0.00      0.00     76.86
02:59:04 PM IST     all     15.12      0.00      9.12      0.00      0.00     75.76
02:59:05 PM IST     all     15.35      0.00      8.10      0.00      0.00     76.56
02:59:06 PM IST     all     15.87      0.00      7.22      0.00      0.00     76.91
02:59:07 PM IST     all     14.49      0.00      8.39      0.00      0.00     77.12
02:59:08 PM IST     all     15.07      0.00      8.92      0.00      0.00     76.01
02:59:09 PM IST     all     15.56      0.00      7.99      0.08      0.00     76.37
02:59:10 PM IST     all     15.89      0.00      8.41      0.00      0.00     75.70
02:59:11 PM IST     all     15.64      0.00      8.62      0.00      0.00     75.74
02:59:12 PM IST     all     15.28      0.00      8.40      0.00      0.00     76.32
02:59:13 PM IST     all     16.15      0.09      7.35      0.00      0.00     76.41
02:59:14 PM IST     all     15.37      0.00      9.39      0.00      0.00     75.25
02:59:15 PM IST     all     15.28      0.00      8.15      0.00      0.00     76.57
02:59:16 PM IST     all     16.41      0.00      7.28      0.00      0.00     76.31
02:59:17 PM IST     all     15.49      0.00      8.33      0.08      0.00     76.09
02:59:18 PM IST     all     15.54      0.00      7.34      0.00      0.00     77.11
02:59:19 PM IST     all     16.53      0.00      8.05      0.00      0.00     75.42
02:59:20 PM IST     all     15.65      0.00      7.36      0.00      0.00     76.99
02:59:21 PM IST     all     14.78      0.00      9.40      0.00      0.00     75.82
02:59:22 PM IST     all     15.59      0.00      7.92      0.00      0.00     76.49
02:59:23 PM IST     all     15.94      0.00      8.77      0.00      0.00     75.30
02:59:24 PM IST     all     15.19      0.00      8.44      0.00      0.00     76.37
02:59:25 PM IST     all     14.44      0.00      8.38      0.00      0.00     77.18
02:59:26 PM IST     all     15.23      0.00      7.83      0.00      0.00     76.94
02:59:27 PM IST     all     15.70      0.00      9.49      0.00      0.00     74.81
02:59:28 PM IST     all     14.51      0.00      8.28      0.00      0.00     77.22
02:59:29 PM IST     all     14.25      0.00      8.52      0.00      0.00     77.23
02:59:30 PM IST     all     14.59      0.00      8.65      0.00      0.00     76.76
02:59:31 PM IST     all     16.05      0.00      8.36      0.00      0.00     75.59
02:59:32 PM IST     all     15.28      0.00      8.15      0.00      0.00     76.57
02:59:33 PM IST     all     14.41      0.00      9.44      0.00      0.00     76.16
02:59:34 PM IST     all     15.45      0.00      8.23      0.00      0.00     76.32
02:59:35 PM IST     all     15.75      0.08      7.37      0.00      0.00     76.80
02:59:36 PM IST     all     15.29      0.08      9.04      0.00      0.00     75.59
02:59:37 PM IST     all     14.92      0.00      8.31      0.00      0.00     76.78
02:59:38 PM IST     all     15.09      0.00      7.63      0.09      0.00     77.19
02:59:39 PM IST     all     15.81      0.00      7.61      0.08      0.00     76.50
02:59:40 PM IST     all     16.05      0.00      8.70      0.00      0.00     75.25
02:59:41 PM IST     all     15.10      0.00      7.76      0.26      0.00     76.88
02:59:42 PM IST     all     16.62      0.00      8.10      0.00      0.00     75.27
02:59:43 PM IST     all     14.61      0.00      8.50      0.00      0.00     76.89
02:59:44 PM IST     all     16.15      0.00      7.99      0.00      0.00     75.86
02:59:45 PM IST     all     15.09      0.00      7.93      0.09      0.00     76.90
02:59:46 PM IST     all     14.58      0.00      8.73      0.00      0.00     76.69
02:59:47 PM IST     all     15.66      0.00      7.54      0.00      0.00     76.80
02:59:48 PM IST     all     15.60      0.00      8.52      0.00      0.00     75.89
02:59:49 PM IST     all     15.05      0.00      8.20      0.00      0.00     76.75
02:59:50 PM IST     all     15.47      0.00      8.28      0.00      0.00     76.25
02:59:51 PM IST     all     14.90      0.00      7.96      0.00      0.00     77.14
02:59:52 PM IST     all     15.69      0.00      7.97      0.00      0.00     76.34
02:59:53 PM IST     all     15.76      0.00      7.71      0.00      0.00     76.53
02:59:54 PM IST     all     15.64      0.00      8.33      0.00      0.00     76.03
02:59:55 PM IST     all     14.77      0.00      8.66      0.00      0.00     76.57
02:59:56 PM IST     all     15.48      0.00      8.29      0.00      0.00     76.23
02:59:57 PM IST     all     15.93      0.00      8.05      0.00      0.00     76.02
02:59:58 PM IST     all     14.79      0.00      8.62      0.00      0.00     76.58
