procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 1893524 2208916  79336 2671304    0    0     0     0 20076 107580 15  8 77  0  0  0
 4  0 1893524 2211832  79336 2671336    0    0     0     0 20306 109158 16  7 76  0  0  0
 2  0 1893524 2201848  79360 2671548    0    0    20   136 19822 103854 16  8 76  0  0  0
 4  0 1893524 2155040  79416 2675112    4    0   492 38516 19979 102509 17  8 73  1  0  0
 2  0 1893524 2174976  79416 2675400    0    0     0    32 20300 106955 15  8 77  0  0  0
 4  0 1893524 2178844  79432 2675320    0    0     0   124 20442 108929 16  8 76  1  0  0
 1  0 1893524 2182084  79448 2675408    0    0     0    96 21142 108786 15  8 76  1  0  0
 4  0 1893524 2192152  79456 2675332    0    0     0   296 19691 106261 15  8 77  0  0  0
 6  0 1893524 2194772  79456 2675916    0    0     0   556 21243 111406 16  8 76  0  0  0
 7  0 1893524 2202412  79456 2675832    0    0     0     0 21460 113132 16  8 76  0  0  0
 1  0 1893524 2203104  79456 2675796    0    0     0     0 20883 110866 16  8 77  0  0  0
 2  1 1893524 2213600  79464 2675188    0    0     0    40 20140 107581 16  8 76  0  0  0
 5  0 1893524 2219704  79464 2675228    0    0     0     0 20141 107587 15  8 76  0  0  0
 2  0 1893524 2224020  79472 2675292    0    0     0    16 20138 106641 15  7 77  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 2  0 1893524 2225584  79472 2675276    0    0     0     0 19958 107886 15  8 77  0  0  0
 5  0 1893524 2223512  79472 2675264    0    0     0     0 20939 110981 16  8 76  0  0  0
 2  1 1893524 2223776  79480 2675744    0    0     0   448 19248 103159 15  8 76  0  0  0
 5  0 1893524 2216964  79480 2675488    0    0     0    68 22051 112778 16  8 76  0  0  0
 5  0 1893524 2226464  79488 2675592    0    0     0    20 20568 109155 14  9 77  0  0  0
 5  0 1893524 2224364  79488 2675528    0    0     0     0 22112 112620 15  8 77  0  0  0
 1  0 1893524 2179076  79504 2675576    0    0     0   136 21275 103762 15  9 75  0  0  0
 1  0 1893524 2179920  79504 2675500    0    0     0   208 20055 105798 15  8 77  0  0  0
 5  0 1893524 2182340  79504 2675760    0    0     0     8 21060 109981 15  8 77  0  0  0
 3  0 1893524 2182764  79504 2675952    0    0     0     0 19465 103703 16  8 76  0  0  0
 4  0 1893524 2181236  79512 2675756    0    0     0    84 20903 108079 16  8 76  0  0  0
 3  0 1893524 2182164  79520 2675568    0    0     0    64 19527 106175 15  8 76  0  0  0
 4  0 1893524 2182468  79520 2675556    0    0     0     0 20775 111833 15  8 77  0  0  0
 3  0 1893524 2184168  79520 2676044    0    0     0     0 20606 109717 15  8 76  0  0  0
 3  0 1893524 2184992  79520 2675468    0    0     0     0 20635 107842 16  9 76  0  0  0
 2  0 1893524 2184384  79528 2676044    0    0     0    16 19633 104159 15  9 77  0  0  0
 7  0 1893524 2182652  79536 2675864    0    0     0    24 19495 102223 14  9 77  0  0  0
 4  0 1893524 2188716  79536 2675668    0    0     0     0 19582 104632 16  8 77  0  0  0
 5  0 1893524 2194136  79536 2676060    0    0     0     0 20667 108019 14  9 76  0  0  0
 3  0 1893524 2196132  79552 2676144    0    0     0   104 18754 102881 15  9 76  0  0  0
 5  0 1893524 2195416  79552 2675540    0    0     0     0 20365 108160 15  8 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 5  0 1893524 2192224  79560 2675636    0    0     8   156 20621 107723 15  8 77  0  0  0
 3  0 1893524 2193000  79560 2675676    0    0     0     0 20446 110208 15  8 77  0  0  0
 3  0 1893524 2196164  79560 2675988    0    0     0     0 20472 108141 16  7 76  0  0  0
 4  0 1893524 2192124  79568 2675668    0    0     0  2644 20424 110007 15  8 77  0  0  0
 6  0 1893524 2192292  79568 2675784    0    0     0    32 20099 109215 16  8 76  0  0  0
 4  0 1893524 2196060  79568 2675932    0    0     0     0 19264 104637 15  8 77  0  0  0
 4  0 1893524 2195192  79576 2675820    0    0     0    20 19238 104107 15  8 77  0  0  0
 5  0 1893524 2194592  79576 2675816    0    0     0   120 19412 104528 15  8 77  0  0  0
 7  0 1893524 2185616  79584 2676364    0    0     0    52 19776 104385 15  8 76  0  0  0
 5  0 1893524 2187456  79584 2676340    4    0     4     0 20683 107241 16  8 76  0  0  0
 4  0 1893524 2190344  79584 2676296    0    0     0     0 20579 106660 16  8 76  0  0  0
 4  0 1893524 2192872  79608 2676148    0    0     0   120 19633 104464 16  8 77  0  0  0
 3  0 1893524 2090004  79608 2676200    0    0     0   424 18945 101004 14  9 76  0  0  0
 6  0 1893524 2140364  79608 2676072    0    0     0     0 20243 107394 15  8 77  0  0  0
 1  0 1893524 2141836  79608 2675796    0    0     0    12 19153 103106 15  9 77  0  0  0
 6  0 1893524 2155300  79608 2676484    0    0     0     0 18901 99254 21  9 70  0  0  0
 5  0 1893524 2158364  79616 2676136    0    0     0    20 20256 108107 15  9 76  0  0  0
 2  0 1893524 2156864  79624 2676060    0    0     0    20 21493 113310 15  8 77  0  0  0
 5  0 1893524 2167576  79624 2676192    0    0     0     8 18999 103873 15  8 77  0  0  0
 5  0 1893524 2166440  79624 2676008    0    0     0     0 20936 109799 15  8 77  0  0  0
 1  0 1893524 2170580  79624 2676076    0    0     0    52 20643 110445 16  8 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 1893524 2166152  79632 2676136    0    0     0    52 18980 104278 15  8 76  0  0  0
 3  0 1893524 2170500  79640 2676168    0    0     0    16 18553 102490 16  7 77  0  0  0
 2  0 1893524 2171200  79640 2676448    0    0     0   224 20221 103898 16  9 75  0  0  0
 4  0 1893524 2172344  79656 2675788    0    0     0   112 20198 109422 14  9 76  0  0  0
 1  0 1893524 2170960  79656 2676020    0    0     0     4 19751 107741 15  8 77  0  0  0
 2  0 1893524 2169520  79656 2676556    0    0     0     0 17836 97449 16  8 76  0  0  0
 3  0 1893524 2165108  79656 2676684    0    0     0     0 20184 106887 15  8 77  0  0  0
 2  0 1893524 2166684  79664 2676968    0    0     0    16 19130 103901 15  8 76  0  0  0
 1  0 1893524 2168672  79672 2676524    0    0     0    20 19785 105465 17  7 76  0  0  0
 2  0 1893524 2171184  79688 2676288    0    0     0    96 20385 105780 16  8 77  0  0  0
 4  0 1893524 2170564  79688 2676676    0    0     0    76 21417 113957 16  7 77  0  0  0
 4  0 1893524 2168844  79688 2676328    0    0     0     0 20041 107477 15  8 77  0  0  0
 3  0 1893524 2167456  79696 2676156    0    0     0    16 19718 104044 16  7 77  0  0  0
 4  0 1893524 2165260  79696 2676540    0    0     0     0 19704 105757 15  8 78  0  0  0
 1  0 1893524 2166696  79704 2676448    0    0     0    48 21046 112164 15  8 76  0  0  0
 4  0 1893524 2165292  79704 2676228    0    0     0     0 19686 106681 15  8 77  0  0  0
 3  0 1893524 2175888  79704 2676800    0    0     0     0 20822 110349 15  8 77  0  0  0
 3  0 1893524 2176536  79720 2676872    0    0     0   112 21117 109855 16  8 76  0  0  0
 4  0 1893524 2181648  79728 2676192    0    0     0   156 20054 107463 15  9 76  0  0  0
 4  0 1893524 2179344  79728 2676156    0    0     0     0 19400 106513 15  8 77  0  0  0
 4  0 1893524 2182676  79728 2676336    0    0     0     0 19219 103252 16  8 76  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 3  0 1893524 2181024  79728 2676668    0    0   104     0 19518 104684 15  8 77  0  0  0
 2  0 1893524 2176932  79736 2676392    0    0     0    24 20823 110168 16  7 77  0  0  0
 1  0 1893524 2175608  79744 2676652    0    0     0    16 18643 100203 15  8 77  0  0  0
 3  0 1893524 2177008  79744 2676928    0    0     0     0 18336 101902 16  8 75  0  0  0
 6  0 1893524 2086460  79744 2676780    0    0     0     0 20112 104421 17  8 76  0  0  0
 5  0 1893524 2110936  79744 2676880    0    0     0     4 21349 101193 15  9 76  0  0  0
 6  0 1893524 2114868  79752 2676720    0    0     0    20 21652 113191 14  9 77  0  0  0
 3  0 1893524 2113176  79752 2677108    0    0     0     4 19779 107151 16  8 76  0  0  0
 4  0 1893524 2129640  79760 2676740    0    0     0    72 20177 103889 16  9 75  0  0  0
 3  0 1893524 2133744  79776 2676704    0    0     0   120 21558 109362 16  9 76  0  0  0
 2  0 1893524 2129404  79776 2677112    0    0     0     0 18496 102767 15  9 77  0  0  0
 3  1 1893524 2133932  79776 2676976    0    0     0   248 20181 107126 16  8 77  0  0  0
