timestamp,workload,threads,duration_s,total_requests,successful,errors,throughput_rps,avg_ms,p50_ms,p90_ms,p99_ms
2025-11-23T16:07:26+05:30,getall,200,300,4369110,4369110,0,14563.700000,13.732584,10.475451,29.065969,56.277995
