Linux 6.12.33+kali-amd64 (two94) 	22/11/25 	_x86_64_	(12 CPU)

11:35:56 PM IST  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:35:57 PM IST  all    3.01    0.00    1.42    7.28    0.00    0.33    0.00    0.00    0.00   87.95
11:35:58 PM IST  all    2.09    0.00    0.92    7.09    0.00    0.25    0.00    0.00    0.00   89.66
11:35:59 PM IST  all    1.59    0.00    0.92    7.21    0.00    0.34    0.00    0.00    0.00   89.94
11:36:00 PM IST  all    1.93    0.00    1.17    7.12    0.00    0.08    0.00    0.00    0.00   89.70
11:36:01 PM IST  all    7.63    0.00    3.10    2.94    0.00    1.09    0.00    0.00    0.00   85.23
11:36:02 PM IST  all   10.48    0.00    4.73    0.68    0.00    1.52    0.00    0.00    0.00   82.59
11:36:03 PM IST  all   10.41    0.00    4.40    0.85    0.00    1.10    0.00    0.00    0.00   83.25
11:36:04 PM IST  all   10.45    0.00    4.25    0.85    0.00    1.27    0.00    0.00    0.00   83.18
11:36:05 PM IST  all   10.16    0.00    4.10    0.85    0.00    1.54    0.00    0.00    0.00   83.35
11:36:06 PM IST  all   10.62    0.00    4.85    0.92    0.00    1.67    0.00    0.00    0.00   81.94
11:36:07 PM IST  all   10.75    0.00    4.32    0.76    0.00    1.19    0.00    0.00    0.00   82.98
11:36:08 PM IST  all    9.64    0.00    4.90    0.85    0.00    1.52    0.00    0.00    0.00   83.09
11:36:09 PM IST  all   10.70    0.00    4.63    0.84    0.00    1.35    0.00    0.00    0.00   82.48
11:36:10 PM IST  all   11.47    0.00    4.05    0.84    0.00    1.69    0.00    0.00    0.00   81.96
11:36:11 PM IST  all   10.25    0.00    4.40    0.76    0.00    1.61    0.00    0.00    0.00   82.98
11:36:12 PM IST  all   10.44    0.00    4.55    0.93    0.00    1.26    0.00    0.00    0.00   82.83
11:36:13 PM IST  all   10.69    0.00    4.50    0.76    0.00    1.27    0.00    0.00    0.00   82.78
11:36:14 PM IST  all   10.95    0.00    3.82    0.76    0.00    1.53    0.00    0.00    0.00   82.94
11:36:15 PM IST  all   11.08    0.00    4.06    0.68    0.00    1.44    0.00    0.00    0.00   82.74
