procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 8  1 1751052 301172 106856 3898604    0    0     0  7168 17112 116077 10  6 83  1  0  0
34  0 1751052 301580 106856 3898628    0    0     0  7184 17871 118335 11  6 82  1  0  0
40  0 1751052 302580 106856 3898728    0    0     0  6856 16792 115865 10  7 82  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
24  0 1751052 301676 106856 3898772    0    0     0  6904 17424 117016 12  6 82  1  0  0
14  0 1751052 303180 106864 3899080    0    0     0  6848 17540 116030 11  6 82  1  0  0
36  0 1751052 281124 106872 3898980    0    0     0  6708 16614 112414 11  6 83  1  0  0
44  1 1751052 282344 106872 3898784    0    0     0  7016 17301 116668 12  5 82  1  0  0
42  0 1751052 277204 106872 3899276    0    0     0  6816 17539 116897 11  6 82  1  0  0
 0  1 1751052 277992 106872 3899416    0    0     0  6868 17534 117546 11  6 82  1  0  0
 2  0 1751052 275228 106904 3899424    0    0     0  7488 18250 119906 10  6 83  1  0  0
35  0 1751052 276040 106904 3899428    0    0     0  6960 17829 117578 12  6 82  1  0  0
28  0 1751052 276172 106904 3899460    0    0     0  6984 17744 117310 12  5 82  1  0  0
 8  0 1751052 271184 106904 3899508    0    0     0  6952 18040 119477 11  6 82  1  0  0
44  0 1751052 269376 106920 3899588    0    0     0  6740 17030 111820 10  5 83  1  0  0
 0  1 1751052 264696 106948 3900368    0    0     0  7196 18450 117632 14  6 80  1  0  0
 0  1 1751052 265616 106948 3900496    0    0     0  7136 18084 118555 12  6 82  1  0  0
37  0 1751052 267032 106948 3900560    0    0     0  7056 17358 118854 11  6 83  1  0  0
46  0 1751052 264552 106948 3899688    0    0     0  6896 17702 118088 12  5 82  1  0  0
26  0 1751052 264436 106948 3900720    4    0     4  7096 17547 116793 10  7 83  1  0  0
43  0 1751052 259204 106964 3904340    0    0     0  6996 18031 118166 12  6 82  1  0  0
45  0 1751052 260024 106980 3904368    0    0     0  7276 17770 117753 11  6 82  1  0  0
 0  1 1751052 259996 106980 3904288    0    0     8  6840 17327 117143 11  6 83  1  0  0
36  0 1751052 259984 106980 3904568    0    0     0  6656 17223 115080 13  6 81  1  0  0
15  0 1751052 265512 106980 3901424    0    0     0  6824 17279 114882 11  6 82  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
47  0 1751052 255196 106988 3904780    0    0     0  6860 17848 117885 11  6 82  1  0  0
 2  0 1751052 267776 106996 3904592    0    0     0  7348 18640 118318 11  6 82  1  0  0
22  0 1751052 268392 107068 3905248    0    0     0 13840 17560 115168 12  6 82  1  0  0
26  0 1751052 274968 107068 3902144    0    0     0  7416 18179 119643 11  5 83  1  0  0
42  0 1751052 278368 107068 3902176    0    0     0  7008 18092 119111 11  6 82  1  0  0
40  0 1751052 279576 107076 3902176    0    0     0  7032 18327 120065 11  6 83  1  0  0
45  0 1751052 280052 107076 3901880    0    0     0  7432 16861 115197 11  6 82  1  0  0
20  1 1751052 279956 107084 3902040    0    0     0  7212 17160 116498 11  6 83  1  0  0
34  0 1751052 280484 107084 3902060    0    0     0  7420 17357 116583 12  6 81  1  0  0
28  0 1751052 272700 107084 3902224    0    0     0  7024 17006 116759 11  6 82  1  0  0
39  0 1751052 265908 107092 3902016    0    0     0  5848 14885 91388 10  6 83  0  0  0
 0  1 1751052 265880 107092 3902276    0    0     0  6856 17147 112856 13  6 81  1  0  0
41  0 1751052 262924 107100 3902356    0    0     0  6888 17344 114450 11  6 82  1  0  0
46  0 1751052 263136 107100 3903012    0    0     0  7048 17312 114682 11  6 83  1  0  0
 0  1 1751052 269596 107100 3903072    0    0     0  6696 17582 115510 12  5 82  1  0  0
12  1 1751052 262472 107124 3902664    0    0     0  7368 17903 117026 11  6 83  1  0  0
47  0 1751052 268336 107124 3902508    0    0     0  8464 18654 119935 12  5 82  0  0  0
47  1 1751052 270596 107132 3902804    0    0     0  6748 17670 117227 11  6 82  1  0  0
31  0 1751052 269092 107132 3902856    0    0     0  6832 17393 117289 11  5 83  1  0  0
 0  1 1751052 269284 107148 3902908    0    0     0  7304 17838 116426 11  6 82  1  0  0
18  0 1751052 263448 107164 3902724    0    0     0  7228 17225 115154 12  6 81  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
46  0 1751052 264580 107164 3903052    0    0     0  7136 18029 117615 11  6 83  1  0  0
 0  1 1751052 271400 107172 3903104    0    0     0  7004 17867 118603 11  6 83  1  0  0
20  0 1751052 271132 107172 3903192    0    0     0  7120 17881 116585 11  6 81  1  0  0
 2  1 1751052 269440 107172 3903216    0    0     0  6992 17559 117848 10  7 82  1  0  0
 8  0 1751052 269156 107180 3903284    0    0     0  7352 17292 117824 11  6 83  1  0  0
30  0 1751052 267448 107180 3903120    0    0     0  7520 18034 118698 12  7 81  1  0  0
31  0 1751052 265660 107204 3903076    0    0     0  7128 17283 115794 12  6 82  1  0  0
 0  1 1751052 264304 107204 3903424    0    0     0  6728 17419 116214 11  6 82  1  0  0
41  0 1751052 270080 107220 3903620    0    0     0  7244 18047 118593 12  5 82  1  0  0
26  0 1751052 267092 107236 3903636    0    0     0  7256 17766 116864 11  6 82  1  0  0
13  1 1751052 251880 107236 3903672    0    0     0  6840 17714 116403 11  6 83  1  0  0
 5  0 1751052 254512 107244 3903716    0    0     0  7044 17044 114403 10  6 83  1  0  0
31  0 1751052 258760 107244 3903532    0    0     0  6752 17548 117387 11  6 82  1  0  0
52  0 1751052 258948 107244 3903564    0    0     0  7012 17056 115726 11  5 83  1  0  0
42  0 1751052 256960 107252 3903604    0    0     0  7228 17051 116412 10  7 83  1  0  0
44  0 1751052 260724 107252 3903644    0    0     0  6800 17272 115564 12  5 83  1  0  0
20  0 1751052 255544 107260 3903900    0    0     0  7492 18390 119534 11  6 82  1  0  0
46  0 1751052 251720 107260 3904416    0    0     0  7068 17582 117479 12  6 82  1  0  0
50  0 1751052 250284 107260 3904488    0    0     0  7476 18462 120137 11  6 83  1  0  0
48  1 1751052 248696 107268 3904184    0    0     0  6880 17761 116612 10  8 81  1  0  0
14  0 1751052 253568 107268 3904120    0    0     0  7100 17878 118269 11  5 82  1  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
39  0 1751052 254448 107292 3904268    0    0     0  7688 18075 118422 12  6 81  1  0  0
47  0 1751052 256456 107292 3904356    0    0     0  6936 17645 117919 10  5 84  1  0  0
40  0 1751052 257780 107292 3904420    0    0     0  6880 17760 119198 11  6 82  1  0  0
53  0 1751052 256044 107300 3904564    0    0     0  7216 17025 114567 10  6 83  1  0  0
18  0 1751052 252468 107300 3904628    0    0     0  6904 17841 118240 13  6 81  1  0  0
