procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 1893524 2433420  80376 2692572    6   19   101   227 1663   25  4  2 94  0  0  0
 6  0 1893524 2315676  80384 2699692    0    0     0   856 19809 87285 14  9 76  0  0  0
 6  0 1893524 2321184  80384 2699944    0    0     0    16 18001 93139 16  9 75  0  0  0
 4  0 1893524 2318332  80384 2699716    0    0     0     0 17038 85426 16  8 76  0  0  0
 2  0 1893524 2315672  80384 2699792    0    0     0     0 19515 100392 16  8 76  0  0  0
 2  0 1893524 2312748  80396 2700412    0    0     0    80 15965 83302 18  9 72  0  0  0
 4  0 1893524 2310936  80404 2699908    0    0     0    24 19298 97311 16  8 75  0  0  0
 4  0 1893524 2299024  80404 2699856    0    0     0     0 19136 96146 16  9 75  0  0  0
 1  0 1893524 2297756  80420 2699964    0    0     0   108 17287 89501 15  9 75  0  0  0
 5  0 1893524 2297688  80420 2699904    0    0     0     0 19088 99567 16  9 75  0  0  0
 4  0 1893524 2294336  80420 2700048    0    0     0    84 17407 92629 17  9 74  0  0  0
 2  0 1893524 2292552  80428 2699876    0    0     0    24 17090 90557 16  9 75  0  0  0
 5  0 1893524 2293040  80428 2700248    0    0     0     0 19389 96991 17  8 75  0  0  0
 1  0 1893524 2286720  80436 2700472    0    0     0    28 16423 87577 16  8 75  0  0  0
 6  0 1893524 2293192  80436 2700484    0    0     0     0 17527 93168 15  9 76  0  0  0
 5  0 1893524 2299292  80436 2699884    0    0     0     0 18280 93247 18  9 73  0  0  0
 4  0 1893524 2292680  80436 2700504    0    0     0   200 18349 95578 16  9 75  0  0  0
 7  0 1893524 2284612  80444 2701076    0    0     0    28 17438 92282 15  9 76  0  0  0
 4  0 1893524 2285804  80452 2700720    0    0     0    44 19005 100517 16  9 75  0  0  0
 3  0 1893524 2280204  80452 2700376    0    0     0     0 17424 91428 17  9 74  0  0  0
 4  0 1893524 2277124  80452 2700600    0    0     0     0 18077 93746 16  9 75  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 4  0 1893524 2283404  80468 2700512    0    0     0   524 18707 95831 16  9 75  0  0  0
 3  0 1893524 2274088  80468 2699732    0    0     0     0 19927 100598 16  9 75  0  0  0
 1  0 1893524 2279072  80492 2700076    0    0     0   236 19519 102702 17  8 75  0  0  0
 3  0 1893524 2268732  80492 2700124    0    0     0     0 18395 99714 15  9 77  0  0  0
 3  0 1893524 2257956  80492 2700244    0    0     0    12 18356 96363 16  9 76  0  0  0
 8  0 1893524 2261744  80492 2700048    0    0     0    28 19293 98815 16  9 76  0  0  0
 4  0 1893524 2266832  80492 2700084    0    0     0     0 18745 96509 16  9 75  0  0  0
 2  0 1893524 2272356  80508 2700820    0    0     0    48 15248 82381 16  9 75  0  0  0
 4  0 1893524 2266976  80508 2700300    0    0     0     0 18174 95544 15  9 76  0  0  0
 3  0 1893524 2266720  80508 2700524    0    0     0     0 17419 88687 15 10 75  0  0  0
 7  0 1893524 2249572  80508 2700164    0    0     0     0 17716 94280 16  9 75  0  0  0
 1  0 1893524 2251868  80508 2700776    0    0     0   224 16494 88195 15  9 76  0  0  0
 3  0 1893524 2262092  80524 2700448    0    0     0    80 17512 92176 16  9 76  0  0  0
