Linux 6.12.33+kali-amd64 (two94) 	23/11/25 	_x86_64_	(12 CPU)

03:03:41 PM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
03:03:42 PM IST     all     14.35      0.00      9.11      0.34      0.00     76.20
03:03:43 PM IST     all     16.18      0.00      8.60      0.00      0.00     75.21
03:03:44 PM IST     all     15.58      0.00      8.21      0.00      0.00     76.21
03:03:45 PM IST     all     15.80      0.00      8.37      0.00      0.00     75.83
03:03:46 PM IST     all     18.06      0.00      9.70      0.00      0.00     72.24
03:03:47 PM IST     all     16.43      0.00      8.34      0.00      0.00     75.23
03:03:48 PM IST     all     16.05      0.00      9.12      0.00      0.00     74.83
03:03:49 PM IST     all     15.72      0.00      9.04      0.00      0.00     75.23
03:03:50 PM IST     all     15.86      0.00      8.91      0.00      0.00     75.23
03:03:51 PM IST     all     16.51      0.00      9.28      0.00      0.00     74.21
03:03:52 PM IST     all     15.92      0.00      8.98      0.08      0.00     75.02
03:03:53 PM IST     all     16.85      0.00      8.34      0.00      0.00     74.81
03:03:54 PM IST     all     16.51      0.00      8.30      0.00      0.00     75.19
03:03:55 PM IST     all     15.19      0.00      8.87      0.00      0.00     75.94
03:03:56 PM IST     all     17.65      0.00      9.38      0.00      0.00     72.97
03:03:57 PM IST     all     15.90      0.00      8.76      0.00      0.00     75.34
03:03:58 PM IST     all     15.01      0.00      9.16      0.00      0.00     75.83
03:03:59 PM IST     all     16.06      0.00      8.62      0.00      0.00     75.32
03:04:00 PM IST     all     16.91      0.00      9.47      0.00      0.00     73.63
03:04:01 PM IST     all     16.36      0.00      9.27      0.00      0.00     74.37
03:04:02 PM IST     all     15.53      0.00      9.34      0.00      0.00     75.13
03:04:03 PM IST     all     16.33      0.00      8.76      0.00      0.00     74.91
03:04:04 PM IST     all     16.65      0.00      7.99      0.17      0.00     75.19
03:04:05 PM IST     all     14.68      0.00      8.96      0.00      0.00     76.37
03:04:06 PM IST     all     15.74      0.00      8.68      0.00      0.00     75.57
03:04:07 PM IST     all     15.41      0.00      8.98      0.00      0.00     75.61
03:04:08 PM IST     all     16.54      0.00      8.31      0.00      0.00     75.15
03:04:09 PM IST     all     16.23      0.00      9.29      0.00      0.00     74.48
03:04:10 PM IST     all     15.39      0.00      8.84      0.00      0.00     75.77
03:04:11 PM IST     all     14.70      0.00      9.74      0.00      0.00     75.56
03:04:12 PM IST     all     15.79      0.00      8.95      0.00      0.00     75.25
03:04:13 PM IST     all     14.77      0.00      9.51      0.00      0.00     75.72
03:04:14 PM IST     all     15.88      0.00      8.70      0.08      0.00     75.34
03:04:15 PM IST     all     16.62      0.00      8.65      0.00      0.00     74.73
03:04:16 PM IST     all     18.24      0.00      9.84      0.25      0.00     71.67
03:04:17 PM IST     all     15.31      0.00      9.69      5.70      0.00     69.30
03:04:18 PM IST     all     16.48      0.00      8.92      3.99      0.00     70.60
03:04:19 PM IST     all     16.79      0.00      9.37      2.95      0.00     70.89
03:04:20 PM IST     all     15.35      0.00      9.55      3.75      0.00     71.36
03:04:21 PM IST     all     16.18      0.00      9.52      2.36      0.00     71.95
03:04:22 PM IST     all     16.22      0.00      9.21      2.11      0.00     72.47
03:04:23 PM IST     all     15.89      0.00      9.77      1.36      0.00     72.98
03:04:24 PM IST     all     15.52      0.00      8.95      1.19      0.00     74.34
03:04:25 PM IST     all     16.07      0.00      8.38      1.18      0.00     74.37
03:04:26 PM IST     all     18.25      0.00      8.83      2.31      0.00     70.61
03:04:27 PM IST     all     18.22      0.00      8.73      1.53      0.00     71.53
03:04:28 PM IST     all     15.88      0.00      8.78      0.00      0.00     75.34
03:04:29 PM IST     all     17.39      0.00      7.89      0.00      0.00     74.72
03:04:30 PM IST     all     14.40      0.00      9.45      0.00      0.00     76.15
03:04:31 PM IST     all     15.90      0.00      8.16      0.00      0.00     75.95
03:04:32 PM IST     all     15.67      0.00      7.84      0.00      0.00     76.49
03:04:33 PM IST     all     15.87      0.00      7.98      0.17      0.00     75.98
03:04:34 PM IST     all     15.59      0.00      8.35      0.09      0.00     75.98
03:04:35 PM IST     all     15.27      0.00      8.95      0.00      0.00     75.78
03:04:36 PM IST     all     16.07      0.00      8.04      0.00      0.00     75.89
03:04:37 PM IST     all     14.89      0.00      8.60      0.00      0.00     76.51
03:04:38 PM IST     all     15.68      0.00      8.39      0.00      0.00     75.93
03:04:39 PM IST     all     14.12      0.00      9.69      0.00      0.00     76.19
03:04:40 PM IST     all     15.31      0.00      7.99      0.17      0.00     76.53
03:04:41 PM IST     all     15.15      0.00      8.34      0.00      0.00     76.51
03:04:42 PM IST     all     14.42      0.00      8.57      0.00      0.00     77.01
03:04:43 PM IST     all     15.72      0.00      8.16      0.00      0.00     76.13
03:04:44 PM IST     all     14.97      0.00      8.63      0.00      0.00     76.40
